id		description		product_type		netto_content		unit_of_measure		brutto_weight		length		depth		height		assortm_code
313762		SPAGHERONI TRADITIONALE		0043 Natte sauzen warm		520		GR		758		8.5		8.5		14.5		1
313763		SPAGHERONI PICCANTE		0043 Natte sauzen warm		520		GR		759		8.5		8.5		14.5		1
319304		SATESAUS GECONCENTREERD		0043 Natte sauzen warm		250		GR										2
403720		SATESAUS KANT & KLAAR HOT		0043 Natte sauzen warm		120		GR		132		8		8		5		1
403724		PASTASAUS HOT		0043 Natte sauzen warm		300		GR										1
403878		PASTASAUS TRADITIONAL		0043 Natte sauzen warm		300		GR										
313802		TOMATO KETCHUP		0045 Natte sauzen koud		875		ML										2
313803		TOMATO KETCHUP		0045 Natte sauzen koud		605		ML		765		9		6		22		1
313804		TOMATO KETCHUP HOT		0045 Natte sauzen koud		500		ML		619		8.5		6		19.5		1
319310		CURRY GEW▄RZ KETCHUP		0045 Natte sauzen koud		375		ML		477		7		5		21		1
343804		TOMATO KETCHUP		0045 Natte sauzen koud		220		ML		282		7		5		14.5		1
403721		TOMATO KETCHUP MINDER SUIKER		0045 Natte sauzen koud		500		ML										2
403809		TOMATENKETCHUP MINDER SUIKER		0045 Natte sauzen koud		500		GR										
941577		TOMATO KETCHUP		0045 Natte sauzen koud		200		ML		253		23		6		4		1
268977		MIX LASAGNE TRADITIONALE		0047 Droge maaltijdmixen		133		GR		166		12.5		2.5		16		1
288297		MIX ITAL.KRUIDENSAUS		0047 Droge maaltijdmixen		76		GR		104		12.5		2.5		16		1
289917		MIX CHILI CON CARNE		0047 Droge maaltijdmixen		58		GR		82		12.5		2.5		16		1
289037		MIX GOULASH.		0047 Droge maaltijdmixen		105		GR		119		12.5		2.5		16		1
289077		MIX MACARONI STROGANOFF		0047 Droge maaltijdmixen		56		GR		107		12.5		2.5		16		1
289167		MIX HACHEE		0047 Droge maaltijdmixen		92		GR		108		12.5		2.5		16		1
391997		MIX ROOM.TAGLIAT		0047 Droge maaltijdmixen		70		GR		98		12.5		2.5		16		1
391077		MIX KAPUCYNERS		0047 Droge maaltijdmixen		48		GR										2
391277		MIX SPAGHETTISAUS		0047 Droge maaltijdmixen		69		GR		88		12.5		2.5		16		1
392230		MIX BOERENOMELET		0047 Droge maaltijdmixen		40		GR		76		12.5		2.5		16		1
301529		MIX MACARONI MEDITERRAANS		0047 Droge maaltijdmixen		55		GR		80		12.5		2.5		16		1
313710		MIX VOOR NASI		0047 Droge maaltijdmixen		43		GR		72		12.5		2.5		16		1
313711		MIX VOOR MACARONI/ SPAGHETTI		0047 Droge maaltijdmixen		52		GR		82		12.5		2.5		16		1
313712		MIX VOOR BAMI		0047 Droge maaltijdmixen		42		GR		72		12.5		2.5		16		1
313728		MIX VOOR LASAGNESAUS		0047 Droge maaltijdmixen		127		GR		155		12.5		2.5		16		1
313729		MIX ITALIAANSE CHAMPIGNONSAUS		0047 Droge maaltijdmixen		59		GR										2
318184		MIX VOOR KRUIDIGE NASI		0047 Droge maaltijdmixen		48		GR										2
318185		MIX PESTO TOMATENSAUS		0047 Droge maaltijdmixen		71		GR										2
319384		OVENSCHOTEL CARBONARA		0047 Droge maaltijdmixen		95		GR										2
319385		OVENSCHOTEL KIP		0047 Droge maaltijdmixen		95		GR										2
319386		OVENSCHOTEL ZALM		0047 Droge maaltijdmixen		95		GR										2
403814		ROERBAKMIE TERIYAKI		0047 Droge maaltijdmixen		68		GR										
403815		BAMI KETJAP		0047 Droge maaltijdmixen		65		GR										
403816		BAMI GORENG		0047 Droge maaltijdmixen		67		GR										
403828		ROERBAKMIE SWEET CHILI		0047 Droge maaltijdmixen		67		GR										
439707		MIX KERRIESAUS		0047 Droge maaltijdmixen		65		GR		93		12.5		2.5		16		1
787067		MIX ROERBAK MIE		0047 Droge maaltijdmixen		44		GR		87		12.5		2.5		16		1
288277		CHINESE TOMATENSOEP		0050 Droge kooksoep		125		GR		162		12.5		2.5		16		1
289697		GROENTESOEP		0050 Droge kooksoep		66		GR		94		12.5		2.5		16		1
289607		JULIENNESOEP		0050 Droge kooksoep		63		GR		79		12.5		2.5		16		1
289617		KIPPENSOEP		0050 Droge kooksoep		60		GR		87		12.5		2.5		16		1
289637		TOMATENSOEP		0050 Droge kooksoep		93		GR		131		12.5		2.5		16		1
289657		VERMICELLISOEP		0050 Droge kooksoep		114		GR		135		12.5		2.5		16		1
289727		TOMATEN-GROENTESOEP		0050 Droge kooksoep		90		GR		120		12.5		2.5		16		1
289737		BOUILLONSOEP		0050 Droge kooksoep		69		GR										2
289747		CHINESE KIPPENSOEP		0050 Droge kooksoep		70		GR		96		12.5		2.5		16		1
289757		DEENSE RUNDVLEESSOEP		0050 Droge kooksoep		150		GR		111		12.5		2.5		16		1
289827		INDIASE KERRIESOEP		0050 Droge kooksoep		115		GR										2
393119		ROMIGE LENTE-UISOEP		0050 Droge kooksoep		118		GR										2
391037		LIMBURGSE  ASPERGESOEP		0050 Droge kooksoep		125		GR		145		12.5		2.5		16		1
391227		CHINESE GROENTESOEP		0050 Droge kooksoep		75		GR		101		12.5		2.5		16		1
303337		KONINGINNENSOEP		0050 Droge kooksoep		113		GR										2
302174		BOEREN GROENTESOEP		0050 Droge kooksoep		80		GR		81		12.5		2.5		16		1
302175		ENGELSE OSSENSTAARTSOEP		0050 Droge kooksoep		95		GR		124		12.5		2.5		16		1
319942		MAALTIJDSOEP ERWTEN		0050 Droge kooksoep		145		GR		165		12.5		2.5		16		1
319943		MAALTIJDSOEP BRUINE BONEN		0050 Droge kooksoep		123		GR		146		12.5		2.5		16		1
403829		BOSPADDENSTOELENSOEP		0050 Droge kooksoep		65		GR										
403820		ZONGEDROOGDE TOMATENSOEP		0050 Droge kooksoep		84		GR										
403821		THAISE KIPPENSOEP		0050 Droge kooksoep		37		GR										
403822		GEGRILDE PAPRIKASOEP		0050 Droge kooksoep		61		GR										
417077		TOMATENCREME SOEP		0050 Droge kooksoep		114		GR		144		12.5		2.5		16		1
731057		FRANSE CHAMPIGNONSOEP		0050 Droge kooksoep		115		GR		153		12.5		2.5		16		1
731067		FRANSE UIENSOEP		0050 Droge kooksoep		79		GR		96		12.5		2.5		16		1
289467		VERMICELLI MIDDEL		0054 Bouillon en ingredienten		250		GR		277		9.5		6		15		1
289477		VERMICELLI FYN		0054 Bouillon en ingredienten		250		GR		295		9.5		6		15		1
289967		KRUIDENBUILTJE VLEES		0054 Bouillon en ingredienten		15		GR		21		6.5		3		7.5		1
289977		KRUIDENBUILTJE KIP		0054 Bouillon en ingredienten		15		GR										2
393181		APPEL ROZIJN		0075 Ontbijtgranen		250		GR		290		13		4.5		17		1
313445		ONTBIJTGRANEN		0075 Ontbijtgranen		500		GR		545		12.5		6.5		20		1
313451		WAKE UP BANAAN		0075 Ontbijtgranen		110		GR										2
798238		WAKE UP NATUREL		0075 Ontbijtgranen		115		GR										2
349840		ROZENBOTTELJAM		0081 Jam		340		GR										2
118467		KLEINTJES SMEERBAAR		0083 Pindakaas		8		ST										2
344403		BEBOGEEN		0085 Chocolade- & pasta's		360		GR										2
399182		BOSVRUCHTENHAGEL		0086 Boterhamstrooisels		300		GR										2
306424		VLOKKEN WIT		0086 Boterhamstrooisels		300		GR										2
343134		SPECIALS INTENS PUUR		0086 Boterhamstrooisels		220		GR		236		6.5		5		12.5		1
349762		CHOCOLADE HAGEL MELK		0086 Boterhamstrooisels		400		GR										2
349763		CHOCOLADE HAGEL KWINKSLAG		0086 Boterhamstrooisels		400		GR										2
349279		VLOKKEN 60 JAAR MELK		0086 Boterhamstrooisels		300		GR										
349270		VLOKKEN 60 JAAR PUUR		0086 Boterhamstrooisels		300		GR										
349271		VLOKFEEST 60 JAAR		0086 Boterhamstrooisels		300		GR										
403441		VRUCHTENHAGEL		0086 Boterhamstrooisels		420		GR		439		9.5		5		21		1
653961		CHOCA VLOKMIX		0086 Boterhamstrooisels		200		GR										4
794557		RIMBOE KROKOVLOKKEN PUUR		0086 Boterhamstrooisels		200		GR		221		9.5		5		16		1
794558		RIMBOE TIJGERVLOKKEN MELK		0086 Boterhamstrooisels		200		GR		219		9.5		5		16		1
798416		VRUCHTENHAGEL		0086 Boterhamstrooisels		420		GR										4
718067		CHOCOLADE HAGEL PUUR		0086 Boterhamstrooisels		400		GR										2
753297		ANYSHAGEL		0086 Boterhamstrooisels		300		GR										2
753217		HAGELSLAG MELK		0086 Boterhamstrooisels		400		GR		419		9.5		4.5		16		1
753237		HAGELSLAG PUUR		0086 Boterhamstrooisels		400		GR		423		9.5		4.5		16		1
888557		CHOCA VLOKKEN MELK		0086 Boterhamstrooisels		300		GR										4
914607		8 KLEINTJES		0086 Boterhamstrooisels		140		GR										2
942267		ROSE/WITTE MUISJES		0086 Boterhamstrooisels		280		GR		293		6.5		5		12.5		1
942277		GESTAMPTE MUISJES		0086 Boterhamstrooisels		230		GR		243		6.5		5		12.5		1
942387		BLAUW/WITTE MUISJES		0086 Boterhamstrooisels		280		GR		294		6.5		5		12.5		1
343965		SANDWICH SPREAD KOMKOMMER		0087 Spreads		303		GR										2
343966		SANDWICH SPREAD MEDITERAAN		0087 Spreads		303		GR										2
343979		SANDWICH SPREAD TOM/LENTE UI		0087 Spreads		303		GR		503		6.6		6.5		13		1
343971		SANDWICH SPREAD NATUREL		0087 Spreads		456		GR		720		7.5		7.5		14.5		1
493439		SANDWICH SALADE		0087 Spreads		450		GR		711		8		8		14		1
305983		MIX & WOKSAUCE ZWARTE BONEN		0092 Oosterse specialiteiten		150		GR										2
373408		MIX & WOKSAUCE ZOETZUUR		0092 Oosterse specialiteiten		150		GR										2
373400		MIX & WOKSAUCE OESTER/KNOFLOOK		0092 Oosterse specialiteiten		150		GR										2
394394		TOMATO GEPELDE		0110 Groenten in blik		400		GR		458		7.5		7.5		11		1
394395		GEZEEFDE TOMATEN		0110 Groenten in blik		500		ML		523		8		5		15		1
319271		TOMATO BLOKJES MET BASILICUM		0110 Groenten in blik		390		GR										2
319305		TOMATO BLOKJES		0110 Groenten in blik		390		GR										2
629897		WITTE BONEN TOM. SAUS 1/2		0110 Groenten in blik		415		GR										2
301042		ORIGINAL BOSVRUCHTENMIX		0142 Vitaminedranken		500		ML		879		7		7		22		1
301043		ORIGINAL VRUCHTENMIX		0142 Vitaminedranken		500		ML		852		7		7		21		1
301044		MULTIVIT BOSFRUIT		0142 Vitaminedranken		500		ML										2
301045		MULTIVIT PERZIK		0142 Vitaminedranken		500		ML										2
301046		FRUITKRACHT LAXO		0142 Vitaminedranken		500		ML										2
301057		FRUITKRACHT FERRO		0142 Vitaminedranken		500		ML										2
326675		MULTIVIT AARDBEI SINAASAPPEL		0191 Vruchtensappen groot		1500		ML		1606		10		7.5		24		1
343946		MULTIVIT BOSVRUCHTEN		0191 Vruchtensappen groot		1500		ML		1614		10		7.5		24		1
343958		MULTIVIT BOSVRUCHT LIGHT		0191 Vruchtensappen groot		1500		ML		1583		9.5		7		24		1
343950		MULTIVIT APPEL RODE VRUCHT		0191 Vruchtensappen groot		1500		ML		1609		10		7.5		24		1
343951		MULTIVIT KIWI/SINAASAPPEL		0191 Vruchtensappen groot		1500		ML		1605		10		7.5		24		1
343952		MULTIVIT PERZIK		0191 Vruchtensappen groot		1500		ML		1607		10		7.5		24		1
343968		50/50 FRUITMIX		0191 Vruchtensappen groot		1500		ML		1580		10		7.5		24		1
343960		50/50 ROODFRUIT		0191 Vruchtensappen groot		1500		ML		1574		10		7.5		24		1
349856		FRUITIG  DRANKJE FRAMBOOS/APPE		0191 Vruchtensappen groot		1500		ML										2
349245		MULTIVIT FRUITIG DRANKJE ROOD		0191 Vruchtensappen groot		1500		ML										
343858		AARDBEIENSIROOP		0193 Limonadesiropen		750		ML		1067		8		8		24		1
343859		BOSVRUCHTENSIROOP		0193 Limonadesiropen		750		ML		1077		8		8		24		1
343850		SINAASAPPELSIROOP		0193 Limonadesiropen		750		ML		1080		8		8		24		1
343851		CASSISSIROOP		0193 Limonadesiropen		750		ML		1076		8		8		24		1
343852		FRAMBOZENSIROOP		0193 Limonadesiropen		750		ML		1074		8		8		24		1
343853		GRENADINESIROOP		0193 Limonadesiropen		750		ML		1069		8		8		24		1
344489		TROPICAL SIROOP		0193 Limonadesiropen		750		ML		1065		8		8		24		1
349838		ICETEA PERZIK SIROOP		0193 Limonadesiropen		750		ML		1048		8		8		24		1
349839		ICETEA CITROEN SIROOP		0193 Limonadesiropen		750		ML										2
349131		ICE TEA GREEN SIROOP		0193 Limonadesiropen		750		ML		1068		8		8		24		1
349288		AARDBEI FRAMBOOS SIROOP 0%		0193 Limonadesiropen		750		ML		902		8		8		24		1
349289		CITRUS MIX SIROOP 0%		0193 Limonadesiropen		750		ML										1
392646		SPONGEBOB FRUITIG AARDBEI MINI		0195 Vruchtensappen klein		1200		ML										2
343936		PHINEAS & FERB FRUITDRANK		0195 Vruchtensappen klein		1200		ML										2
349242		MULTIVIT BOSVRUCHTEN MINI		0195 Vruchtensappen klein		1200		ML										
349243		MULTIVIT PERZIK MINI		0195 Vruchtensappen klein		1200		ML										
349244		MULTIVIT FRUITIG DRANKJE ROOD		0195 Vruchtensappen klein		1200		ML										
794981		SHREK  BOOMFRUIT MINI		0195 Vruchtensappen klein		1200		ML										2
394149		BAKKERSSPECULAAS		0151 Koekjes		400		GR		422		10		7.5		16		1
396762		AMANDELSPECULAAS		0151 Koekjes		400		GR		435		10		8		16		1
307456		PINDAKOEKEN		0151 Koekjes		200		GR		201		24		7		5		1
318899		CHOCO PINDAKOEKEN		0151 Koekjes		200		GR										
305888		FRUITBISCUIT NATUREL		0155 Tussendoortjes		218		GR		233		22		10		3		1
305889		FRUITBISCUIT BOSVRUCHTEN		0155 Tussendoortjes		218		GR		231		22		10		3		1
305880		FRUITBISCUIT APPEL		0155 Tussendoortjes		218		GR		231		22		10		3		1
307252		MELK BISCUIT		0155 Tussendoortjes		245		GR		296		22		10		5		1
307253		MELK CHOCO BISCUIT		0155 Tussendoortjes		245		GR		295		22		10		5		1
307254		MELK AARDBEI BISCUIT		0155 Tussendoortjes		245		GR		293		22		10		5		1
302891		FRUITREEP APPEL		0155 Tussendoortjes		200		GR		227		14		4		12.5		1
302892		FRUITREEP BOSVRUCHT		0155 Tussendoortjes		200		GR		225		14		4		13		1
397724		LIEBFRAUMILCH		0201 Wijnen wit		1000		ML										2
397735		SAUVIGNON BLANC		0201 Wijnen wit		750		ML		1145		7.5		7.5		30.5		1
397736		CHARDONNAY		0201 Wijnen wit		750		ML		1151		8		8		30		1
397145		VR CHARDONNAY		0201 Wijnen wit		750		ML										2
305645		HUISWIJN WIT HALFZOET		0201 Wijnen wit		1000		ML		1416		8.5		8.5		30.5		1
305194		PETIT CHABLIS		0201 Wijnen wit		750		ML		1186		8		8		29.5		1
343889		CHARDONNAY		0201 Wijnen wit		750		ML		1162		8		8		30		1
343824		CHARDONNAY		0201 Wijnen wit		250		ML										2
343871		HUISWIJN WIT BIOLOGISCH		0201 Wijnen wit		1000		ML		1449		8		8		30.5		1
343133		HUISWIJN RHEINHESSEN		0201 Wijnen wit		1000		ML		1551		9		9		31.5		1
343375		GRAVES SUPERIEUR		0201 Wijnen wit		750		ML		1165		7.5		7.5		30.5		1
349790		CHARDONNAY		0201 Wijnen wit		750		ML										2
349885		COTES DE BERGERAC MOELLEUX		0201 Wijnen wit		750		ML		1079		7.5		7.5		28		1
349808		REQUENA BLANCO		0201 Wijnen wit		750		ML		1097		7		7		29.5		1
349992		CHARDONNAY VIN DE FRANCE		0201 Wijnen wit		750		ML		1319		8		8		30.5		1
349940		CHARDONNAY PINOT NOIR		0201 Wijnen wit		750		ML										2
349094		HUISWIJN WIT DROOG BAG IN BOX		0201 Wijnen wit		3000		ML		3133		17		11		21		1
349130		GRILLO / CHARDONNAY		0201 Wijnen wit		750		ML										2
349179		SAUVIGNON BLANC		0201 Wijnen wit		750		ML										2
349170		PASSIONFRUIT BLANC		0201 Wijnen wit		750		ML										2
349390		WHITE WINE ALCOHOLFREE		0201 Wijnen wit		750		ML										
793516		LANDWIJN ZUID-AFRIKA WIT		0201 Wijnen wit		1000		ML		1402		8		8		30.5		1
793528		LANDWIJN AUSTR. WIT		0201 Wijnen wit		1000		ML		1419		8		8		30.5		1
793898		CHARDONNAY		0201 Wijnen wit		750		ML										2
793161		HUISWIJN WIT DROOG		0201 Wijnen wit		1000		ML		1419		8		8		30.5		1
794232		MUSCAT DE MINERVOIS		0201 Wijnen wit		500		ML										2
794308		VERDICCHIO		0201 Wijnen wit		750		ML		1291		8		8		32.5		1
794323		HUISWIJN WIT DROOG		0201 Wijnen wit		250		ML		460		6		6		20.5		1
794326		HUISWIJN WIT HALFZOET		0201 Wijnen wit		250		ML		455		5.5		5.5		20		1
795112		SOAVE VILLA MONDI		0201 Wijnen wit		750		ML										2
795346		SAUVIGNON BLANC		0201 Wijnen wit		750		ML		1134		8		8		30		1
796985		CHARDONNAY		0201 Wijnen wit		750		ML										2
797607		CHARDONNAY		0201 Wijnen wit		750		ML										2
797821		CHARDONNAY RESERVA		0201 Wijnen wit		750		ML										2
797823		SAILING COLOMBARD/CHARDONNAY		0201 Wijnen wit		750		ML										2
797948		PINOT BLANC AOC ALSACE.		0201 Wijnen wit		750		ML										2
797207		PINOT GRIGIO QBA		0201 Wijnen wit		750		ML		1216		7.5		7.5		31		1
797208		RIESLING QBA		0201 Wijnen wit		750		ML										2
798613		CHARDONNAY VDP D'OC		0201 Wijnen wit		750		ML										2
798649		CHARDONNAY SEMILLON		0201 Wijnen wit		750		ML										2
010812		BEREICH BINGEN		0201 Wijnen wit		1000		ML										2
397675		ROS╔		0202 Wijnen rose		750		ML										2
392505		CABERNET ROS╔		0202 Wijnen rose		750		ML		1150		8		8		30.5		1
392506		ROS╔ D'ANJOU		0202 Wijnen rose		750		ML										2
318764		GRANENBISCUIT CHOCO		0155 Tussendoortjes		195		GR		236		22		10		5		1
318765		GRANENBISCUIT NATUREL		0155 Tussendoortjes		171		GR		212		22		10		5		1
318699		SMOELTJES SPOOKKOEKJES		0156 KInderkoekjes		200		GR		223		30		21		9		1
318691		SMOELTJES CHOCOLADEBISCUITS		0156 KInderkoekjes		200		GR		225		30		21		9		1
318692		SMOELTJES MINI SPECULAASJES		0156 KInderkoekjes		200		GR		229		30		21		9		1
319204		SMOELTJES UFO'S		0156 KInderkoekjes		140		GR		174		14		5		10.5		1
334897		CHOKICK VANILLE		0156 KInderkoekjes		180		GR										2
403510		BUURMAN & BUURMAN KOEKJES		0156 KInderkoekjes		150		GR										2
303702		DATO ACTIVE WITKRACHT 8 SC		0240 Wasmiddelen poeder		580		GR										2
799854		MEGAPERLS POWER 16 SC		0240 Wasmiddelen poeder		960		GR		985		14		6		20		1
799874		COLOR REUS POEDER 16 SC.		0240 Wasmiddelen poeder		880		GR		1002		19.5		10		15.5		1
799875		WITTE REUS POEDER 16 SC.		0240 Wasmiddelen poeder		880		GR		1013		19.5		10		15.5		1
798185		VLB WASMIDDEL BRILJ. KLEUR 20		0241 Wasmiddelen vloeibaar		1350		ML										2
798186		VLB WASMIDDEL INT ZWART 20 SC		0241 Wasmiddelen vloeibaar		1350		ML										2
799852		POWER GEL 16 SC		0241 Wasmiddelen vloeibaar		1056		ML		1204		13		7.5		28		1
799853		COLOR GEL 16 SC		0241 Wasmiddelen vloeibaar		1056		ML		1161		14		7.5		28		1
799876		WITTE REUS GEL 16 SC.		0241 Wasmiddelen vloeibaar		1056		ML		1170		13		7.5		27		1
799987		COLOR REUS GEL 16 SC.		0241 Wasmiddelen vloeibaar		1056		ML		1173		13		7.5		27		1
799988		FRISSE REUS GEL 16 SC.		0241 Wasmiddelen vloeibaar		1056		ML										2
799966		SLIMME REUS GEL 16 SC		0241 Wasmiddelen vloeibaar		1056		ML										2
799135		FRISSE REUS GEL 50 SC		0241 Wasmiddelen vloeibaar		3300		ML										2
799136		SLIMME REUS GEL 50 SC		0241 Wasmiddelen vloeibaar		3300		ML										2
799171		2 IN 1 POWER GEL 16 SC.		0241 Wasmiddelen vloeibaar		1056		ML										
799172		POWER-MIX CAPSULES 14 SC		0241 Wasmiddelen vloeibaar		14		ST										
799173		DUO-CAPS COLOR 15 SC.		0241 Wasmiddelen vloeibaar		15		ST										
799068		WASVZ. FRIS LENTEGEVOEL 37SC		0242 Wasverzachters		1000		ML		1055		10		5.5		29		1
799069		WASVZ. PASSIE VOOR ROZEN 37SC		0242 Wasverzachters		1000		ML		1061		10		5.5		29		1
799158		WASVZ SOFT & OILS GOLD		0242 Wasverzachters		750		ML										2
799868		WITTE REUS BADKAMERREINIGER		0244 Reinigings- & poetsmid.		750		ML										2
799869		WITTE REUS KEUKENREINIGER		0244 Reinigings- & poetsmid.		750		ML										2
799179		WC GEL WIT KRACHT ACTIEF		0244 Reinigings- & poetsmid.		750		ML										
799170		WC GEL ANTI KALK WIT KRACHT AC		0244 Reinigings- & poetsmid.		750		ML										
798297		TOILETBLOK OCEAAN		0245 Toilet en Luchtverfrisser		1		ST		77		13		4		17		1
799989		TOILETBLOK DUO-ACTIEF LAVENDEL		0245 Toilet en Luchtverfrisser		60		ML										2
799980		TOILETBLOK DUO-ACTIEF OCEAAN		0245 Toilet en Luchtverfrisser		60		ML		106		13		4		17		1
799954		TOILETBLOK BLAUW ACTIEF		0245 Toilet en Luchtverfrisser		1		ST		82		13		4		17		1
799031		TOILETBLOK EUCALYPTUS		0245 Toilet en Luchtverfrisser		1		ST		79		14		4		17		1
799178		TOILETBLOK KRACHT ACTIEF LAVEN		0245 Toilet en Luchtverfrisser		1		ST										
286397		MATZES CRACKERS		0071 Broodvervangers		100		GR		138		11.5		11.5		12.5		1
318320		RIJSTREPEN BBQ		0071 Broodvervangers		84		GR										2
318321		RIJSTREPEN KAAS		0071 Broodvervangers		84		GR										2
319534		RIJSTWAFELS MELKCHOCOLADE		0071 Broodvervangers		150		GR		175		10.5		4		32		1
319535		RIJSTWAFELS MET YOGHURTSMAAK		0071 Broodvervangers		150		GR										1
397253		ONTBIJTKOEK BLOK		0074 Ontbijtkoek		400		GR										4
318554		GEMBERKOEK		0074 Ontbijtkoek		475		GR										1
319233		ONTBIJTKOEK GESN MINDER SUIKER		0074 Ontbijtkoek		350		GR		406		24		6		7		1
403738		KANDIJKOEK		0074 Ontbijtkoek		450		GR										
319875		RIJSTWAFELS		0132 Reform		100		GR		107		9.5		9.5		16		1
233657		FOURRE CHOCOLADE		0150 Biskwie		250		GR										2
233667		FOURRE VANILLE		0150 Biskwie		250		GR										2
300309		KANDIJKOEK		0151 Koekjes		260		GR		311		25		6		11.5		1
301967		SPECULAAS		0151 Koekjes		450		GR										4
319280		CHOCOSPRITSRINGEN		0151 Koekjes		300		GR										2
327987		SPRITSRINGEN		0151 Koekjes		400		GR										4
319119		CHOCO FOURRE		0156 KInderkoekjes		300		GR										4
403701		FRUIT MAGIC FRAMBOOSSMAAK		0156 KInderkoekjes		176		GR										2
403702		BLACK MAGIC VANILLESMAAK		0156 KInderkoekjes		176		GR										2
233077		TOAST KLEIN		0173 Toast		75		GR										2
302806		SNACK CUPS ROND		0173 Toast		130		GR		163		10		7.5		19		1
302203		PARTY EXTRA ORIGINAL		0173 Toast		200		GR		245		10		6		19		1
302204		PARTY EXTRA KRUIDEN		0173 Toast		200		GR		251		10		6		19		1
319111		PARTY TOAST SESAM		0173 Toast		150		GR		185		10		7.5		19		1
418547		KROKANTE TOAST NATUREL		0173 Toast		100		GR										2
643638		KNABBELBOLLETJES		0054 Bouillon en ingredienten		100		GR										2
653918		ZWEEDSE BROODJES		0071 Broodvervangers		200		GR										1
307463		FRAMBOZEN CAKEROLLETJES		0153 Snijkoek cake		6		ST										2
309546		TREKDROP 28ST		0163 Drop verpakt		175		GR		188		14		2		18.5		1
403630		VROLIJKE DROP SALMIAK		0163 Drop verpakt		220		GR		226		13		5		18		1
403631		VROLIJKE DROP ZACHTE HONING		0163 Drop verpakt		210		GR		216		13.5		4		17.5		1
403804		VROLIJKE DROP KRAKELINGEN		0163 Drop verpakt		210		GR										
191237		BANANAS		0164 Snoep verpakt		200		GR		206		15.5		2.5		22		1
395314		DROP JO-JO┤S		0164 Snoep verpakt		300		GR		306		14		2		20		1
398306		HAPPY COLA		0164 Snoep verpakt		300		GR		311		13		2		20		1
398318		PERZIKEN		0164 Snoep verpakt		300		GR		312		13		2		20		1
399314		KINDERMIX		0164 Snoep verpakt		300		GR		304		15.5		2.5		20.5		1
307888		HAPPY CHERRIES		0164 Snoep verpakt		300		GR		308		14		2		20		1
