id		description		product_type		netto_content		unit_of_measure		brutto_weight		length		depth		height		assortm_code
599972		RUNDVLEESSALADE		0510 Salades		750		GR										2
599973		AARDAPPELSALADE MET SPEKJES		0510 Salades		750		GR										2
583405		RUNDVLEESSCHOTEL		0510 Salades		400		GR										2
583406		HUZARENSCHOTEL		0510 Salades		400		GR										2
583417		KIP SWEET ONION SLAATJE		0510 Salades		140		GR										2
582488		RUNDVLEESSCHOTELTJE		0510 Salades		175		GR										2
582489		RUSSISCH EI SCHOTELTJE		0510 Salades		175		GR										2
319246		ONTBIJTGRANEN NOTEN EN ZADEN		0075 Ontbijtgranen		500		GR										2
403885		ONTBIJTGRANEN MET BOEKWEIT		0075 Ontbijtgranen		500		GR										
300695		ALMOND & APRICOT		0155 Tussendoortjes		1		ST										2
300696		FRUIT & NUT		0155 Tussendoortjes		1		ST										2
319578		AMANDEL & ABRIKOZEN		0155 Tussendoortjes		150		GR										2
319579		ROZIJNEN & NOTEN		0155 Tussendoortjes		150		GR										2
304324		HEKSENDROP		0163 Drop verpakt		300		GR										2
397499		LICHT GERIJPT 30+		0380-Kaas stukken verpakt		450		GR										1
397490		GERIJPT 30+		0380-Kaas stukken verpakt		450		GR										1
597447		KILOSTUK JONG BELEGEN		0380-Kaas stukken verpakt		1		KG										4
597449		KILOSTUK BELEGEN		0380-Kaas stukken verpakt		1		KG										4
394482		GESN LICHT GERIJPT 30+		0381-Kaas gesneden verpakt		175		GR		209		14		20		2		1
305599		GESN EXTRA GERIJPT 30+		0381-Kaas gesneden verpakt		175		GR										1
593349		GESN KOMIJN		0381-Kaas gesneden verpakt		175		GR										2
597318		GESN LICHT PITTIG 20+		0381-Kaas gesneden verpakt		175		GR										2
599790		GERASPT 25+		0381-Kaas gesneden verpakt		150		GR										2
599196		GESN OUD		0381-Kaas gesneden verpakt		175		GR		212		14		20		2		1
597305		SMEERKAAS NATUREL LICHT PITTIG		0383-Smeerkaas		150		GR		157		8		8		5.5		1
597306		SMEERKAAS KOMIJN		0383-Smeerkaas		150		GR		162		8		8		5		1
597317		SMEERKAAS MAGERE HAM		0383-Smeerkaas		150		GR		162		8		8		5		1
597212		MON CHOU		0384-Buitenlandse kaas verpak		100		GR		102		8		5		2.5		1
304164		GLASDOEKJES		0244 Reinigings- & poetsmid.		20		ST		140		20		3		11		1
304170		ALLESREINIGERDOEKJES		0244 Reinigings- & poetsmid.		30		ST		218		20		3		11		1
797508		VOCHTIG TOILETPAPIER FRESH NAV		0250 Toiletpapier		40		ST		175		15		2.5		10		1
303021		GEZICHTSR.DOEKJES NORMAAL		0302-Decoratieve cosmetica		25		ST		160		12		4		8.5		1
799430		GEZICHTSR.DOEKJES SENSITIVE		0302-Decoratieve cosmetica		25		ST		141		12		4		8.5		1
799071		NAGELLAKREMOVER		0302-Decoratieve cosmetica		125		ML		132		5.5		3.5		12.5		1
797279		TAMPONS PRO COMFORT SUPER		0261 Tampons		16		ST		63		12.5		3.5		5.5		1
797270		TAMPONS PRO COMFORT NORMAL		0261 Tampons		16		ST		46		10.5		3		5.5		1
798880		TAMPONS NORMAL		0261 Tampons		40		ST		112		11		5.5		7		1
798881		TAMPONS SUPER		0261 Tampons		40		ST		148		12.5		5.5		8		1
743487		TAMPONS PRO COMFORT SUPER PLUS		0261 Tampons		16		ST		86		14		4		5.5		1
823787		TAMPONS PRO COMFORT MINI		0261 Tampons		16		ST		37		9.5		2.5		5		1
797482		MONDWATER COOLMINT		0306-Mondverzorging		500		ML		561		9.5		5		22.5		1
797068		MONDWATER TOTAL CARE		0306-Mondverzorging		500		ML										2
302979		GROENE OLIJVEN MET PIMENT		0042 Tafelzuren		370		ML		547		7		7		12		1
302970		GROENE OLIJVEN ZONDER PIT		0042 Tafelzuren		370		ML		529		7		7		12		1
211837		TONIJN GROENTE IN PIKANTE SAUS		0104 Visconserven		185		GR										4
211877		TONIJN IN ZONNEBLOEMOLIE		0104 Visconserven		185		GR										4
403851		ANSJOVIS FILETS		0104 Visconserven		48		GR										
419427		TONIJN IN WATER NATUREL		0104 Visconserven		185		GR										4
663098		WILDE ROZE ZALM		0104 Visconserven		418		GR										2
318943		ANANAS 10 SCHIJVEN OP SAP		0120 Vruchtenconserven		567		GR		635		9		9		11.5		1
318098		ANANAS STUKJES OP SAP		0120 Vruchtenconserven		567		GR		639		9		9		11.5		1
318099		ANANAS SCHIJVEN OP SAP		0120 Vruchtenconserven		227		GR										2
318090		ANANAS STUKJES OP SAP		0120 Vruchtenconserven		227		GR										2
319051		TROPICAL FRUITS OP SAP		0120 Vruchtenconserven		432		GR										2
295312		KRAT GROLSCH PIJPJE		0290 Pils		24		ST										1
398354		PILS BLIK		0290 Pils		3000		ML		3145		19.5		13		17		1
473657		PILS BLIK		0290 Pils		1980		ML		2075		19.5		13		11.5		1
796528		KRAT GROLSCH BEUGEL		0290 Pils		16		ST										2
798461		DE KLOK		0290 Pils		500		ML		522		7		7		17		1
798750		GLADIATOR BLIK		0290 Pils		500		ML										1
963495		PILS BLIK		0290 Pils		500		ML										2
349091		RADLER LEMON FLES		0293 Bieren overig		1800		ML		3742		18.5		12.5		23		1
349339		RADLER GRAPEFRUIT/ANANAS FLES		0293 Bieren overig		1800		ML										
795132		PREMIUM WEIZEN FLES		0293 Bieren overig		1800		ML										4
795217		KANON BLIK		0293 Bieren overig		500		ML		524		7		7		17		1
898547		LENTEBOK FLES		0293 Bieren overig		1800		ML										4
293663		BIERKRAT 24 VAKS LEEG 33 GROEN				1		ST										
304665		TOILETREINIGER		0244 Reinigings- & poetsmid.		750		ML		843		9		5		27		1
673796		MULTIREINIGER		0244 Reinigings- & poetsmid.		1000		ML										4
797222		VLB SCHUURMIDDEL CITROENFRIS		0244 Reinigings- & poetsmid.		750		ML		1000		10		4		29		1
798206		VLB SCHUURMIDDEL BLEEK		0244 Reinigings- & poetsmid.		750		ML		1248		10		4		29		1
826177		SCHEERSCHUIM		0305-Scheerartikelen		200		ML		259		5		5		17.5		1
793629		HAARLAK STERK		0308 Haarstyling		300		ML										4
393870		AARDBEIENJAM EXTRA		0081 Jam		450		GR		671		7.5		7.5		13		1
393871		ABRIKOZENJAM EXTRA		0081 Jam		450		GR		675		7.5		7.5		13		1
393873		ZWARTE KERSENJAM EXTRA		0081 Jam		450		GR		676		7.5		7.5		13		1
393874		4 RODE VRUCHTENJAM EXTRA		0081 Jam		450		GR		682		7.5		7.5		13		1
396834		4 VRUCHTEN HALVAJAM		0081 Jam		450		GR		499		7		7		12.5		1
396835		AARDBEIEN HALVAJAM		0081 Jam		320		GR		501		7		7		12.5		1
396848		ABRIKOZEN HALVAJAM		0081 Jam		450		GR		498		7		7		12.5		1
398230		BOSVRUCHTEN EXTRA JAM		0081 Jam		450		GR		681		7.5		7.5		13		1
349938		ANANAS EXTRA JAM		0081 Jam		450		ML										2
349939		ZWARTE BESSEN EXTRA JAM		0081 Jam		450		ML		687		7.5		7.5		13		1
349930		ROZENBOTTEL EXTRA JAM		0081 Jam		450		ML		681		7.5		7.5		13		1
349931		FRAMBOZEN EXTRA JAM		0081 Jam		450		ML		677		7.5		7.5		13		1
349168		AARDBEIENJAM EXTRA GROOT		0081 Jam		600		GR										2
793641		AARDBEIENJAM EXTRA		0081 Jam		450		GR										4
793245		FRAMBOZEN HALVAJAM		0081 Jam		450		GR		506		7		7		12.5		1
643506		CITROENSAP		0033 Bakingredienten & toebeh.		100		ML		123		6		6		12		2
599949		ACTIMEL MULTIFRUIT		0342-Zuiveldranken		800		GR										2
599940		ACTIMEL AARDBEI		0342-Zuiveldranken		800		GR										2
599075		DRINK AARDBEI		0342-Zuiveldranken		400		ML										2
390620		ACTIVIA YOGHURT MUESLI		0343-Desserts		500		GR		530		13		13		7		1
390622		ACTIVIA YOGHURT AARDBEI		0343-Desserts		500		GR		531		13		13		7		1
304635		ACTIVIA YOGHURT PRUIM		0343-Desserts		500		GR										2
417717		DANOONTJE BANAAN-AARDBEI-ABRIK		0343-Desserts		300		GR		314		14.5		9.5		5		1
597300		DANIO SPECIAL FRAMB/CHEESECAKE		0343-Desserts		450		GR		465		9.5		9.5		10		1
597359		ACTIVIA YOGHURT AARDBEI 0%		0343-Desserts		500		GR										2
599442		FROZEN DISNEY YOGHURT		0343-Desserts		500		GR										
599602		ACTIVIA BREAKFAST		0343-Desserts		190		ML										2
599603		MICKEY MOUSE KNISPER OORTJES		0343-Desserts		120		GR		128		12.5		7.5		4.5		1
599604		DANIO SPECIAL MANGO/KIWI/BANAA		0343-Desserts		450		GR										2
599907		DANIO SPEC. FRAMBOOS/NECTARINE		0343-Desserts		450		GR										2
599942		ACTIVIA NATUREL		0343-Desserts		500		GR		533		13		13		7		1
599943		ACTIVIA BOSVRUCHTEN		0343-Desserts		500		GR										2
654254		DANIO STRACCIATELLA		0343-Desserts		450		GR		469		9.5		9.5		10		1
717957		DANIO LUCHTIGE KWARK BOSBESSEN		0343-Desserts		250		GR										2
825387		SPRINKLINS SURPRISE		0343-Desserts		210		GR		248		16		7		6		1
868537		DANIO VANILLE		0343-Desserts		450		GR										2
090597		DANIO LUCHTIGE KWARK AARDBEI		0343-Desserts		250		GR		261		14		9		5.5		1
447377		CROISSANTS		0383-Smeerkaas		240		GR		263		6		6		11		1
599423		CROISSANTS SUPER 6 ST		0383-Smeerkaas		340		GR										2
599424		PARTY CROISSANTS		0383-Smeerkaas		240		GR										2
599152		CROISSANT LACTOSEVRIJ		0383-Smeerkaas		240		GR										
447367		HUTTENKASE		0384-Buitenlandse kaas verpak		200		GR		207		9.5		9.5		5		1
307770		CHILI SAUS		0092 Oosterse specialiteiten		500		ML										2
319414		WOK TERIYAKI		0092 Oosterse specialiteiten		240		ML										2
319415		WOK SWEET SOUR		0092 Oosterse specialiteiten		240		ML										2
319429		ATJAR TJAMPOER		0092 Oosterse specialiteiten		340		GR										2
319422		KNOFLOOK		0092 Oosterse specialiteiten		100		GR										2
319423		COCOS CREME		0092 Oosterse specialiteiten		150		GR										2
319424		REMPEJEK		0092 Oosterse specialiteiten		150		GR										2
319425		KETJAP MANIS		0092 Oosterse specialiteiten		250		ML										2
319426		WOKOLIE		0092 Oosterse specialiteiten		500		ML										2
319431		GEBAKKEN UITJES		0092 Oosterse specialiteiten		100		GR										2
319432		SAMBAL MANIS		0092 Oosterse specialiteiten		200		GR										2
319435		EMPING MELINDJO		0092 Oosterse specialiteiten		90		GR										2
319449		NASI GORENG MIX		0092 Oosterse specialiteiten		130		GR										2
319440		BAMI GORENG MIX		0092 Oosterse specialiteiten		130		GR										2
319441		BABI PANGANG MIX		0092 Oosterse specialiteiten		130		GR										2
319442		SATE MARINADE		0092 Oosterse specialiteiten		38		GR										2
319443		SEROENDENG		0092 Oosterse specialiteiten		150		GR										2
319444		SAMBAL BADJAK		0092 Oosterse specialiteiten		200		GR										2
319588		BABI KETJAP MIX		0092 Oosterse specialiteiten		150		GR										2
319770		WOK LEMONGRASS		0092 Oosterse specialiteiten		240		ML										2
643526		MIE NOODLES		0092 Oosterse specialiteiten		250		GR										2
294307		KNOFLOOK		0433 Groentenprodukten hard		2		ST										1
429827		SJALOTTEN		0433 Groentenprodukten hard		250		GR										1
429847		UIEN ROOD		0433 Groentenprodukten hard		500		GR										1
803118		JUNAMI APPEL		0430 Hard fruit		2500		GR										
803192		KIWI GREEN		0431 Zacht fruit		1		ST										2
295227		CHINESE KOOL		0434 Groentenprodukten zacht		1		ST										1
296377		PAKSOI		0434 Groentenprodukten zacht		1		ST										1
214567		PREI		0434 Groentenprodukten zacht		1		KG										1
426827		RADIJS FLOWPACK		0434 Groentenprodukten zacht		1		ST										1
597578		HOT DOG		0370 Maaltijden		200		GR		207		12		17.5		5		1
597579		CHEESEBURGERS		0370 Maaltijden		246		GR		258		12		24.5		5		1
599773		2 BROODJES GEHAKTBAL		0370 Maaltijden		230		GR		244		12		24.5		5		1
599774		2 BROODJES FRIKANDEL		0370 Maaltijden		200		GR		212		12		18		5		1
599775		2 CHICKENBURGERS		0370 Maaltijden		218		GR		240		12		24.5		5		1
303488		JODEKOEKEN		0453 Koek en chocolade		1		ST										1
599538		BIO GESN.PIKANT BELEGEN		0381-Kaas gesneden verpakt		150		GR										2
599539		BIO GESN. JONG BELEGEN		0381-Kaas gesneden verpakt		150		GR										2
596348		KRUIDENKAAS OLIJF/TOMAAT		0412 Binnenlandse kaas		200		GR										2
599460		KRUIDENKAAS WALNOOT		0412 Binnenlandse kaas		200		GR										2
201327		SPAGHETTI  ALL 'UOVO		0035 Deegwaren		500		GR		510		8.5		3.5		30		1
202497		TAGLIATELLE ALL 'UOVO		0035 Deegwaren		500		GR		512		16		9		28		1
309821		TORTELLONI PROSCIUTTO CHUDO		0035 Deegwaren		250		GR										2
301128		MINI PENNE		0035 Deegwaren		350		GR										2
301129		MINI FUSILLI		0035 Deegwaren		350		GR										2
319572		GIGLI		0035 Deegwaren		500		GR										2
319573		LINGUINE ALL'UOVO		0035 Deegwaren		500		GR										2
319398		MACARONI TRADIZIONALI		0035 Deegwaren		500		GR										2
319375		GNOCCHI DI PATATE		0035 Deegwaren		500		GR										2
319376		RIGATONI		0035 Deegwaren		500		GR										2
438627		SPAGHETTI		0035 Deegwaren		500		GR		513		8.5		3.5		30		1
432307		FUSILLI TRICOLOR		0035 Deegwaren		500		GR										2
643594		PAGLIA E FIENO ALL UOVO		0035 Deegwaren		500		GR										2
742087		FUSILLI		0035 Deegwaren		500		GR		512		14		6.5		18		1
742017		PENNE RIGATE		0035 Deegwaren		500		GR		510		11		7		19		1
742027		TORTELLINI GUSTO CARNE		0035 Deegwaren		250		GR		255		10.5		5.5		1.5		1
742037		TORTELLINI AI FORMAGGI		0035 Deegwaren		250		GR		260		11		7		16		1
742067		LASAGNEBLADEN		0035 Deegwaren		250		GR										2
391907		AARDAPPEL ANDERS TUINKR KNOFL		0043 Natte sauzen warm		390		ML		601		7		7		12.5		1
391927		AARDAPPEL ANDERS HAM KAAS		0043 Natte sauzen warm		390		ML		579		7.5		7.5		13		1
318964		SUGOCASA TRADITIONALE		0043 Natte sauzen warm		690		GR		1165		7.5		7.5		23		1
319839		PESTO ALLA GENOVESE		0043 Natte sauzen warm		90		GR		188		5		5		8.5		1
310488		FUNGHI PORCINI SAUS		0043 Natte sauzen warm		260		GR										2
643603		4 FORMAGGI SAUS		0043 Natte sauzen warm		260		GR		478		6		6		13		1
643604		TOSCANA SAUS		0043 Natte sauzen warm		260		GR		479		6		6		13		1
643606		PEPERONCINO SAUS		0043 Natte sauzen warm		260		GR										2
742957		CARBONARA SAUS		0043 Natte sauzen warm		260		GR										2
742057		SUGOCASA ERBE		0043 Natte sauzen warm		690		ML		1167		7.5		7.5		23		1
432367		BESCIAMELLA SAUSMIX		0047 Droge maaltijdmixen		100		GR		98		12.5		3		16		1
343685		CRANBERRY CLASSIC		0191 Vruchtensappen groot		1000		ML		1096		8		8		26		1
343686		CRANBERRY & BLACKCURRENT		0191 Vruchtensappen groot		1000		ML										2
234337		AMMONIA		0244 Reinigings- & poetsmid.		1000		ML		1056		8.5		8.5		24		1
304666		DIKBLEEK ORIGINAL		0244 Reinigings- & poetsmid.		750		ML		875		8		6		28		1
371597		SPIRITUS		0244 Reinigings- & poetsmid.		1000		ML		892		8.5		8.5		24		1
797801		DUNNE  BLEEK		0244 Reinigings- & poetsmid.		1000		ML										4
797802		DIKKE BLEEK		0244 Reinigings- & poetsmid.		1000		ML										4
798736		DIKBLEEK EUCALYPTUS		0244 Reinigings- & poetsmid.		750		ML		875		8		6		28		1
798106		DEMI WATER		0244 Reinigings- & poetsmid.		1000		ML										2
798370		SCHOONMAAKAZIJN		0244 Reinigings- & poetsmid.		5000		ML										
799848		DIKBLEEK PINK		0244 Reinigings- & poetsmid.		750		ML		862		9		5.5		28.5		1
349068		LENTEBOCK FLES		0293 Bieren overig		1800		ML										
276947		DOPERWTJES EF 3/4		0111 Groenten in glas		700		GR		986		10		10		13		1
276017		BRUINE BONEN 3/4		0111 Groenten in glas		720		GR		1018		10		10		13		1
276207		WORTELTJES EF 1/3		0111 Groenten in glas		350		GR		521		8.5		8.5		10.5		1
276227		SPERZIEBONEN 1/3		0111 Groenten in glas		345		GR		514		8.5		8.5		10.5		1
276267		BRUINE BONEN 1/3		0111 Groenten in glas		360		GR		545		8.5		8.5		10.5		1
277907		BLADSPINAZIE GESNEDEN		0111 Groenten in glas		330		GR		513		8		8		10		1
313524		VELDERTJES 3/4		0111 Groenten in glas		680		GR										2
313525		WITTE BONEN IN TOMATENSAUS 1/3		0111 Groenten in glas		360		GR		548		8.5		8.5		10.5		1
313526		RODE BIETEN SCHIJVEN 3/4		0111 Groenten in glas		720		GR		1006		10		10		13		1
313537		RODE KOOL APPEL 3/4		0111 Groenten in glas		700		GR		993		10		10		13		1
313538		RODE KOOL PEER 1/3		0111 Groenten in glas		355		GR										2
319621		RODE BIETEN STICKS ZOETZUUR1/3		0111 Groenten in glas		355		GR										2
319623		BONENSCHOTEL CHILI CON CARNE		0111 Groenten in glas		700		GR		1004		10		10		13		1
403755		MIX KAPUCIJNERS BRUINE & WITTE		0111 Groenten in glas		370		GR										
403756		MIX KIKKERWTEN MAIS KIDNEY		0111 Groenten in glas		370		GR										
403768		MIX KIDNEY BRUINE WITTE BONEN		0111 Groenten in glas		370		GR										
403769		APPELMOES 0%		0111 Groenten in glas		350		GR										
403898		RODE KOOL MET APPEL 1/3		0111 Groenten in glas		355		GR										
474247		DOPERWT/WORTEL EF 3/4		0111 Groenten in glas		690		GR		985		10		10		13		1
474257		DOPERWT/WORTEL EF 1/3		0111 Groenten in glas		350		GR		533		8.5		8.5		10.5		1
643682		BOERENKOOL		0111 Groenten in glas		680		GR		963		10		10		13		1
643693		VELDERTJES 1/3		0111 Groenten in glas		350		GR		538		8.5		8.5		10.5		1
737717		SPERZIEBONEN 3/4		0111 Groenten in glas		680		GR		967		10		10		13		1
737777		KAPUCIJNERS 3/4		0111 Groenten in glas		710		GR		1011		10		10		13		1
737827		DOPERWTJES EF 1/3		0111 Groenten in glas		350		GR		527		8.5		8.5		10.5		1
737867		WITTE BONEN 1/3		0111 Groenten in glas		360		GR		542		8.5		8.5		10.5		1
737997		RODE KOOL 1/3		0111 Groenten in glas		355		GR		545		8.5		8.5		10.5		1
737247		BLADSPINAZIE GESNEDEN		0111 Groenten in glas		610		GR		956		10		10		13		1
318751		APPELMOES PUUR 1/3		0113 Appelmoes		360		GR										2
318753		APPELMOES LIGHT 1/3		0113 Appelmoes		350		GR										2
318754		APPELMOES 1/3		0113 Appelmoes		360		GR		533		8.5		8.5		10.5		1
318190		APPELCOMP. PEER/KANEEL		0113 Appelmoes		360		GR										2
737917		APPELMOES 3/4		0113 Appelmoes		720		GR		998		10		10		13		1
403512		VLAAIFRUIT APPEL ROZIJN		0121 Vlaaivullingen		410		GR										2
403513		VLAAIFRUIT KERSEN		0121 Vlaaivullingen		410		GR		501		7.5		7.5		11		1
403514		VLAAIFRUIT AARDBEIEN		0121 Vlaaivullingen		410		GR		490		7.5		7.5		11		1
229077		RODE BESSENSAP		0032 Pudding dessert		250		ML										2
318865		TOVA DESSERTSAUS AARDBEIEN		0032 Pudding dessert		230		ML		395		5.5		5.5		17		1
318866		TOVA DESSERTSAUS BOSVRUCHTEN		0032 Pudding dessert		230		ML		385		5.5		5.5		17		1
395308		DELIGHT KERSEN		0081 Jam		295		GR		494		7.5		7.5		11		1
343400		DELIGHT JAM MINI ASSORTI		0081 Jam		10		ST										2
343911		EXTRA AARBEIENJAM		0081 Jam		340		GR		536		7.5		7.5		11		1
343914		EXTRA ANANASJAM		0081 Jam		340		GR										2
343915		EXTRA BOSBESSENJAM		0081 Jam		340		GR		542		7.5		7.5		11		1
343916		EXTRA FRAMBOZENJAM		0081 Jam		340		GR										2
343928		EXTRA GEMBERJAM		0081 Jam		340		GR										2
343929		EXTRA ZWARTE KERSENJAM		0081 Jam		340		GR		543		7.5		7.5		11		1
653084		DELIGHT  AARDBEIEN		0081 Jam		295		GR		481		7.5		7.5		11		1
653097		DELIGHT  BOSVRUCHTEN		0081 Jam		295		GR		494		7.5		7.5		11		1
797535		EXTRA JAM MINI ASSORTI		0081 Jam		10		ST										2
793305		BABY STANDAARD 1 0-6 MND		0141 Melkvervangers		800		GR										2
793318		BABY STANDAARD 2 6-10 MND		0141 Melkvervangers		800		GR										2
797427		BABY FRISO 1 HYPO-ALLERG 0-6 M		0141 Melkvervangers		700		GR										2
798079		BABY PEUTERMELK 4 VANAF 1 JAAR		0141 Melkvervangers		700		GR										2
798375		BABY STANDAARD 3 VANAF 10 MND		0141 Melkvervangers		800		GR										2
799614		BABY PEUTERMELK 5 VANAF 2 JAAR		0141 Melkvervangers		700		GR										2
798365		GOODIES SQUEEZY APPEL AARDBEI		0143 Baby- EN kindervoeding		90		GR										2
799783		GOODIES RIJSTWAFELTJES APPEL		0143 Baby- EN kindervoeding		50		GR										2
799741		GOODIES SQUEEZY APPEL&MANGO		0143 Baby- EN kindervoeding		90		GR										2
799743		GOODIES SQUEEZY BAN/AARDB/ZUIV		0143 Baby- EN kindervoeding		90		GR										2
799090		GOODIES WORTEL CHIPS		0143 Baby- EN kindervoeding		20		GR										2
794647		CASSIS		0190 Frisdranken groot		1250		ML		1352		8		8		29		1
794648		CASSIS LIGHT		0190 Frisdranken groot		1250		ML		1302		8		8		29		1
794649		CASSIS CERISE		0190 Frisdranken groot		1250		ML		1336		8		8		29		1
760277		CASSIS BLIK		0194 Frisdranken klein		1000		ML										2
392745		PORTIE FRUIT AARDBEI /SINAASAP		0345 Sappen dagvers		400		ML		479		13		4.5		13		1
392746		PORTIE FRUIT MANGO/PERZIK		0345 Sappen dagvers		400		ML		476		13		4.5		13		1
594544		FR.ONBIJT SINAS/MANGO  LIGHT		0345 Sappen dagvers		750		ML										2
599953		PORTIE FRUIT BOSVRUCHTEN		0345 Sappen dagvers		400		ML										2
599954		LIEFDE VOOR FRUIT SINAAS/AARDB		0345 Sappen dagvers		900		ML		101		15		4.5		6.5		1
599955		LIEFDE VOOR FRUIT MULTIFRUIT		0345 Sappen dagvers		900		ML										2
599956		LIEFDE VOOR FRUIT SINAAS/MANGO		0345 Sappen dagvers		900		ML										1
599210		FR.ONTBIJT BOSVRUCHTEN		0345 Sappen dagvers		750		ML										
600897		FR.ONTBIJT SINAASAPPEL/AARDBEI		0345 Sappen dagvers		750		ML		835		8		8		20		1
600877		FR.ONTBIJT SINAASAPPEL/BANAAN		0345 Sappen dagvers		750		ML		837		8		8		20		1
301927		RAUWKOST		0042 Tafelzuren		370		ML										2
318242		GURKENVIERTEL		0042 Tafelzuren		370		ML										2
343311		TRADITIONELE PICCALILLY		0042 Tafelzuren		370		ML		560		8		5		11.5		1
653450		MIERIKSWORTEL		0042 Tafelzuren		140		GR		268		5.5		5.5		9.5		1
318016		MOSTERD		0045 Natte sauzen koud		250		ML										2
295387		KRAT HEINEKEN PIJPJE		0290 Pils		24		ST		0		30		40		22.5		2
295397		KRAT BRAND PIJPJE		0290 Pils		24		ST		0		30		40		25		1
295307		KRAT AMSTEL PIJPJE		0290 Pils		24		ST										2
396180		PILS MONO FLES		0290 Pils		3000		ML		-		23		17		20		1
304432		PILS MONO FLES		0290 Pils		3000		ML		-		23		17		19		1
400787		PILS BLIK		0290 Pils		1980		ML		2084		19.5		13		11.5		1
400780		BIER BLIK		0290 Pils		3000		ML		3145		19.5		13		17		1
461887		PILS BLIK		0290 Pils		500		ML		526		7		7		17		1
716378		PILS BLIK		0290 Pils		1980		ML		2098		19.5		13		11.5		1
349874		0,0% RADLER FLES		0292 Bieren alcoholvrij		1800		ML										2
349013		0,0% BIER RADLER FLES		0292 Bieren alcoholvrij		1800		ML		3306		18		12		21.5		1
349163		RED 0,0% FLES		0292 Bieren alcoholvrij		920		ML										2
740827		0,0% BIER FLES		0292 Bieren alcoholvrij		1800		ML										1
397964		TEQUILA BEER FLES		0293 Bieren overig		990		ML		1831		17.5		6.5		23.5		1
343894		LENTEBOCK FLES		0293 Bieren overig		1800		ML										
343373		RADLER BIER FLES		0293 Bieren overig		1800		ML		3372		18		12		21		1
343374		TEQUILA BIER BLIK		0293 Bieren overig		500		ML										2
344499		RED CIDER		0293 Bieren overig		920		ML										2
349849		RADLER BLIK		0293 Bieren overig		1980		ML		2125		19.5		13		11.5		1
349395		IPA  INDIA PALE ALE FLES		0293 Bieren overig		1800		ML										
349321		TEQUILA VERDE FLES		0293 Bieren overig		990		ML										
349323		RADLER LEMON MONO FLES		0293 Bieren overig		1500		ML										
349325		RADLER ORANGE FLES		0293 Bieren overig		1800		ML										
794853		ROSE BIER MONO FLES		0293 Bieren overig		1500		ML		2571		17.5		11.5		20		1
797811		APPLE CIDER		0293 Bieren overig		920		ML		1732		11		11		20.5		1
798670		BLOND BLIK		0293 Bieren overig		500		ML		523		7		7		17		1
897737		WITTE FLES		0293 Bieren overig		1800		ML		3356		18		12		21		1
899837		OUD BRUIN FLES		0293 Bieren overig		1800		ML										2
295386		BIERKRAT 24 VAKS LEEG				1		ST										
080757		LEEG BIERKRAT 30 CL				1		ST										
319291		ANIJSSTAAFJES		0011 Zoetstoffen		12		ST										2
300146		MIX VOOR PANNENKOEKEN EI		0030 Bloem, bakmeel, bakmix		400		GR										2
300158		MIX VOOR PANNENKOEKEN NATUREL		0030 Bloem, bakmeel, bakmix		400		GR										2
300150		MIX VOOR APPELTAART		0030 Bloem, bakmeel, bakmix		400		GR										2
288307		AARDAPPELMEEL		0031 Zetmeel bindmiddelen		200		GR		220		9.5		4.5		12.5		1
308853		MIX GROENTESAUS KAAS		0031 Zetmeel bindmiddelen		140		GR		163		9.5		4.5		12.5		1
439797		MIX GROENTESAUS NATUREL		0031 Zetmeel bindmiddelen		150		GR		178		9.5		4.5		12.5		1
439727		ALLESBINDER		0031 Zetmeel bindmiddelen		200		GR		222		9.5		4.5		12.5		1
391730		MACARONI VLUGKOKEND		0035 Deegwaren		1000		GR		1047		12.5		7.5		19		1
391732		MACARONI NATUREL		0035 Deegwaren		1000		GR		1031		12.5		7.5		18.5		1
313658		MACARONI VOLKOREN		0035 Deegwaren		500		GR		525		12.5		4.5		19		1
313659		SPAGHETTI VLUGKOKEND		0035 Deegwaren		500		GR		520		8		4.5		24.5		1
313655		DORA & DIEGO PASTA		0035 Deegwaren		350		GR										2
318038		MIE NESTJES		0035 Deegwaren		500		GR		540		16		9.5		21		1
318039		FIJNE MIE NESTJES		0035 Deegwaren		500		GR										2
318367		LASAGNE BLADEN		0035 Deegwaren		250		GR		312		12.5		3.5		19		1
318368		SPAGHETTI GEZINS		0035 Deegwaren		500		GR										2
318369		SPAGHETTINI		0035 Deegwaren		500		GR		526		12.5		5		19		1
318361		ROERBAKMIE		0035 Deegwaren		300		GR		338		12		6.5		19		1
403811		WOKPASTA FUSILLI		0035 Deegwaren		250		GR										
403812		TAGIATELLE STICKS		0035 Deegwaren		250		GR										
403813		HALF VOLKOREN LAGASNEBLADEN		0035 Deegwaren		250		GR										
643528		GROENE LASAGNEBLADEN		0035 Deegwaren		250		GR										2
313720		OOSTERSE  WRAPS		0037 Houdbare maaltijden		305		GR		441		22.5		4		19.5		1
313721		MEXICAANSE WRAPS		0037 Houdbare maaltijden		305		GR		391		22.5		4		19.5		1
301224		SATESAUS		0043 Natte sauzen warm		1000		GR		1056		14.5		14.5		9		2
301225		SATESAUS KANT & KLAAR		0043 Natte sauzen warm		500		GR		535		12		12		8		1
302914		SATESAUS KANT & KLAAR		0043 Natte sauzen warm		120		GR		131		8		8		5		1
302196		SATESAUS KANT & KLAAR HOT		0043 Natte sauzen warm		500		GR		535		11.5		11.5		8.5		1
313423		TOMATO FRITO		0043 Natte sauzen warm		350		GR		358		6.5		4.5		14		1
