sku		weight		length		depth		height 		trade_unit_ean		location		consumer_units_in_trade_unit
301562		2.3		182		120		253		1073380441498795		06-002		6
301566		2.3		121		183		254		1073380441498603		06-002		6
301578		0		0		0		0		1077048273534598		99		1
301578		0		0		0		0		1077046396786740		99		1
301579		0		0		0		0		1077047945678622		99		1
301579		0		0		0		0		1077047945416477		99		1
301571		0		0		0		0		1077045385599224		99		1
301574		3		320		265		155		1077827434286091		42-206		24
301688		0		0		0		0		1077047632599285		99		1
301689		0		0		0		0		1077047632597083		99		1
301685		0		0		0		0		1077044178278940		99		1
301698		0		0		0		0		1077044178278292		99		1
301699		0		0		0		0		1077044178279299		99		1
301701		3.243		380		270		330		1079334641575675		0243		24
301701		3.243		400		270		175		1077044265516092		0243		12
301702		2.116		490		295		210		1077044265077456		0341		12
301807		0		0		0		0		1077044755576674		99		1
301802		0		0		0		0		1077044755175600		99		1
301817		0		0		0		0		1077044755576636		99		1
301848		5.7		580		390		190		1077041037946743		1802		12
301849		2.23		212		496		296		1077044265516030		0203		12
301841		1.364		200		300		212		1077044265618581		06-002		12
301842		1.37		200		300		197		1077044265516191		06-002		12
301843		1.705		200		400		197		1077044265618574		06-002		16
301843		1.705		200		400		197		1079334641575675		06-002		14
301844		1.479		226		271		177		1077044265516139		0201		12
301845		1.502		191		401		177		1077044265516153		06-002		12
301846		2.089		336		246		227		1077044265516931		0343		12
301858		1.1		118		335		122		1077044265630163		1101		12
301870		3.703		360		240		350		1077044265687563		06-002		6
301870		3.703		360		240		350		1077044265608414		06-002		4
301873		3.946		355		210		410		1077044265687525		06-002		3
301909		6.5		270		180		165		1077045812671998		06-002		6
301900		6.5		270		190		175		1077045812671066		06-002		6
301901		1.943		390		200		220		1077044939629516		06-002		9
301902		1.943		390		200		220		1077044939629592		06-002		9
301903		2.722		324		226		201		1077044053706896		06-002		14
301911		3.86		300		200		273		1077044939633841		06-002		4
301911		3.86		200		300		273		1077044741697284		06-002		1
301912		3.86		290		200		275		1077044939633865		06-002		4
301912		3.86		200		300		273		1077044741697383		06-002		1
301915		7.5		335		230		140		1077041819895580		06-002		24
301927		3.4		235		153		116		1073346841208273		2306		6
301930		3.864		240		200		185		1077044265622274		06-002		8
301930		5.902		312		203		200		1077044265640513		06-002		12
301931		3.864		240		200		185		1077044265622250		06-002		8
301931		5.302		312		203		200		1077044265640551		06-002		12
301932		3.864		240		200		185		1077044265622373		06-002		8
301932		5.302		312		203		200		1077044265641671		06-002		12
301933		4.4		240		200		185		1077044265622199		06-002		8
301933		5.902		312		203		200		1077044265640599		06-002		12
301934		3.864		240		200		185		1077044265622175		06-002		8
301934		5.302		312		203		200		1077044265640575		06-002		12
301936		3.864		240		200		185		1077044265622298		06-002		8
301936		5.302		312		203		200		1077044265640537		06-002		12
301944		5.56		230		151		210		1077044265614996		3802		6
301967		10.23		400		200		390		1077044086781624		06-002		20
301972		3.77		350		200		170		1077044265636776		06-002		24
301083		2.9		203		301		119		1077056341063307		1612		6
301086		10		390		380		170		1073332100586688		06-002		20
301086		5.4		188		382		165		1073332100586473		06-002		10
301007		5.56		230		150		210		1077044265614859		3703		6
301008		5.56		230		150		215		1077044265614835		3901		6
301001		2.14		195		130		90		1077044190098793		49-303		12
301003		1.7		352		140		210		1077046041679083		0116		6
301004		1.7		352		140		210		1077046041679007		0115		6
301017		4.5		290		200		240		1077048241570337		39-305		20
301015		1.389		350		212		124		1074038133571118		32-002		16
301015		1.389		260		120		180		1074038133580295		32-002		12
301027		7.66		440		150		145		1077049441577744		2703		12
301038		1.43		395		295		235		1077044939622012		2703		9
301039		1.43		400		300		230		1077044939622098		3802		9
301032		1.81		400		300		260		1077044939622081		2802		12
301034		1.81		400		300		260		1077044939622005		3804		12
301042		5.378		220		150		215		1077044936411046		4214		6
301043		5.378		220		145		220		1077044936411107		4404		6
301044		5.378		220		150		205		1077044936411145		1216		6
301045		5.378		220		150		205		1077044936411121		1116		6
301046		5.378		220		150		210		1077044936417024		3812		6
301057		5.378		220		150		205		1077044936417048		0112		6
301059		3.2		280		205		75		1077044265537585		06-002		12
301051		3.2		280		205		75		1077044265537523		06-002		12
301052		3.2		280		205		75		1077044265537462		06-002		12
301067		6.6		395		280		245		1077044265538605		06-002		12
301067		6.6		305		400		300		1077044265621352		06-002		10
301061		7.7		390		170		250		1077049164686785		06-002		5
301181		0		0		0		0		1077046841646773		99		10
301181		0		0		0		0		1077046841646780		99		1
301182		0		0		0		0		1077046841649286		99		10
301182		0		0		0		0		1077046841649293		99		1
301185		0		0		0		0		1077046841649880		99		10
301185		0		0		0		0		1077046841649897		99		1
301192		0		0		0		0		1077046841638372		99		10
301192		0		0		0		0		1077046841638389		99		1
301193		0		0		0		0		1077046841638471		99		10
301193		0		0		0		0		1077046841638488		99		1
301196		0		0		0		0		1077046841638778		99		10
301196		0		0		0		0		1077046841638785		99		1
301107		0		0		0		0		1077046841638273		99		10
301107		0		0		0		0		1077046841638280		99		1
301118		0		0		0		0		1077046498577727		99		12
301128		4.4		480		245		105		1077046616589571		1519		12
301129		4.4		520		205		135		1077046616589540		06-002		12
301121		12.4		420		305		120		1077044174776495		06-002		12
301132		2		187		124		107		1077046041577341		1127		6
301133		2		187		124		107		1077046041578447		1327		6
301161		6.6		335		250		105		1077044265537189		06-002		12
301163		0		0		0		0		1079334641575675		99		24
301163		0		0		0		0		1077046498362286		99		24
301164		0		0		0		0		1079334641575675		99		20
301164		0		0		0		0		1077046498772870		99		20
301165		0		0		0		0		1079334641575675		99		20
301165		0		0		0		0		1077046498772375		99		20
301166		0		0		0		0		1079334641575675		99		1
301166		0		0		0		0		1077046498773778		99		20
301178		0		0		0		0		1079334641575675		99		1
301178		0		0		0		0		1077046498773877		99		20
301179		0		0		0		0		1077046498348686		99		12
301170		0		0		0		0		1077046498348693		99		12
301174		10.1		400		195		150		1077044078596601		3103		10
301204		1.1		300		142		181		1077056341158027		2223		21
301204		1.1		300		142		181		1077042755442814		2223		25
301204		1.1		300		142		181		1077046741612052		2223		16
301205		1.1		300		142		181		1077056341158034		2124		19
301205		1.1		300		142		181		1077042755442821		2124		21
301205		1.1		300		142		181		1077046741612502		2124		14
301219		1.1		300		142		181		1077056341158492		2011		22
301219		1.1		300		142		181		1077042755444054		2011		25
301219		1.1		300		142		181		1077046741691231		2011		16
301213		4.3		200		185		220		1077044265639609		06-002		8
301214		4.3		205		185		220		1077044265639647		06-002		8
301215		4.3		205		185		220		1077044265639623		06-002		8
301228		1.3		300		190		110		1077057041546169		35-001		12
301224		12.9		445		300		190		1077042694545843		06-002		12
301225		6.6		365		245		180		1077042694545652		06-002		12
301225		3.4		242		365		91		1077042694545614		06-002		6
301233		1.6		250		200		210		1079334641575675		0112		16
301233		1.6		250		200		210		1077044939622203		0112		10
301234		1.6		250		200		210		1079334641575675		2219		16
301234		1.6		250		200		210		1077044939580343		2219		10
301235		6.4		480		220		190		1077044265538773		06-002		12
301235		6.4		385		255		175		1077044265621390		06-002		10
301236		6.4		310		230		110		1077044265538728		06-002		12
301236		6.4		390		265		190		1077044265621338		06-002		10
301248		12.3		300		160		275		1077044265538711		06-002		24
301248		12.56		300		140		280		1077044265621239		06-002		20
301240		6.4		550		200		220		1077044265538629		06-002		12
301240		5.368		225		385		170		1077044265621376		06-002		10
301241		6.4		580		220		170		1077044265538650		06-002		12
301241		6.4		390		270		195		1077044265621475		06-002		10
301259		2.2		390		290		190		1077044116910864		40-308		16
301259		2.2		390		300		160		1077044116910970		40-308		12
301250		0		0		0		0		1077046185788269		99		10
301250		0		0		0		0		1077046185186386		99		1
301251		0		0		0		0		1077046185788252		99		10
301251		0		0		0		0		1077046185186379		99		1
301261		1.975		390		195		145		1077044023493665		06-002		15
301262		1.975		390		195		145		1077044023493658		06-002		15
301266		3.3		195		125		195		1077044265636905		06-002		6
301278		2.3		128		200		100		1077044265636929		2209		6
301316		1.9		220		120		140		1074038133574102		50-004		12
301320		4.2		200		140		240		1077044159205712		06-002		6
301325		1.5		400		290		240		1077044265644856		2204		12
301331		11.7		305		230		265		1077044265009792		06-002		12
301332		5.52		330		280		120		1077827434295529		42-204		24
301332		5.52		390		185		125		1077827434296748		42-204		16
301348		2.82		385		193		254		1077044265655531		06-002		7
301349		2.851		193		392		254		1077044265655456		06-002		7
301340		2.82		193		392		254		1077044265655517		06-002		7
301350		4.8		300		225		125		1077044265530838		06-002		8
301350		4.15		199		395		224		1077044265655234		06-002		7
301351		4.8		395		230		300		1077044265530890		06-002		8
301351		4.15		199		395		224		1077044265655432		06-002		7
301352		4.8		400		230		230		1077044265530814		06-002		8
301352		4.15		400		230		225		1077044265655333		06-002		7
301353		4.8		52		190		209		1077044265530876		06-002		8
301353		4.15		390		200		225		1077044265655470		06-002		7
301354		4.8		400		225		220		1077044265530852		06-002		8
301354		4.15		199		395		224		1077044265642968		06-002		7
301360		1.3		200		120		100		1073334058799271		48-304		10
301361		0		0		0		0		1077046841591257		99		1
301361		0		0		0		0		1077046841591264		99		6
301362		0		0		0		0		1077046841584976		99		1
301362		0		0		0		0		1077046841584952		99		6
301363		0		0		0		0		1077046841595743		99		1
301363		0		0		0		0		1077046841595750		99		6
301364		0		0		0		0		1077046841531178		99		1
301364		0		0		0		0		1077046841531154		99		6
301365		0		0		0		0		1077046841542723		99		1
301365		0		0		0		0		1077046841412996		99		6
301366		0		0		0		0		1077046841553194		99		1
301366		0		0		0		0		1077046841553125		99		6
301378		0		0		0		0		1077046841566774		99		1
301378		0		0		0		0		1077046841566781		99		6
301379		0		0		0		0		1077046841568105		99		1
301379		0		0		0		0		1077046841568167		99		6
301370		0		0		0		0		1077046841569713		99		1
301370		0		0		0		0		1077046841569720		99		6
301371		0		0		0		0		1077046841569249		99		1
301371		0		0		0		0		1077046841569263		99		6
301372		0		0		0		0		1077046841675278		99		1
301372		0		0		0		0		1077046841675261		99		6
301373		0		0		0		0		1077046841045477		99		1
301373		0		0		0		0		1077046841045422		99		6
301374		0		0		0		0		1077046841222878		99		1
301374		0		0		0		0		1077046841222885		99		6
301375		0		0		0		0		1077046841353688		99		1
301375		0		0		0		0		1077046841353695		99		6
301376		0		0		0		0		1077046841412972		99		1
301376		0		0		0		0		1077046841412989		99		6
302488		0		0		0		0		1077046841431683		99		1
302488		0		0		0		0		1077046841431676		99		6
302480		0		0		0		0		1077046841555372		99		1
302480		0		0		0		0		1077046841555389		99		6
302481		0		0		0		0		1077046841661677		99		1
302481		0		0		0		0		1077046841661684		99		6
302482		0		0		0		0		1077046841661776		99		1
302482		0		0		0		0		1077046841661783		99		6
302483		0		0		0		0		1077046841661875		99		1
302483		0		0		0		0		1077046841661882		99		6
302484		0		0		0		0		1077046841661974		99		1
302484		0		0		0		0		1077046841661981		99		6
302485		0		0		0		0		1077046841661073		99		1
302485		0		0		0		0		1077046841661080		99		6
302486		0		0		0		0		1077046841661172		99		1
302486		0		0		0		0		1077046841661189		99		6
302498		0		0		0		0		1077046841661271		99		1
302498		0		0		0		0		1077046841661288		99		6
302499		0		0		0		0		1077046841662377		99		1
302499		0		0		0		0		1077046841662384		99		6
302490		0		0		0		0		1077046841792371		99		1
302490		0		0		0		0		1077046841792340		99		6
302491		0		0		0		0		1077046841058095		99		1
302491		0		0		0		0		1077046841058040		99		6
302492		0		0		0		0		1077046841300774		99		1
302492		0		0		0		0		1077046841300781		99		6
302493		0		0		0		0		1077046841402379		99		1
302493		0		0		0		0		1077046841402386		99		6
302494		0		0		0		0		1077046841412910		99		1
302494		0		0		0		0		1077046841412927		99		6
302495		0		0		0		0		1077046841412934		99		1
302495		0		0		0		0		1077046841412941		99		6
302496		0		0		0		0		1077046841467422		99		1
302496		0		0		0		0		1077046841467439		99		6
302449		11.3		410		315		122		1074744794922281		06-002		12
302452		6.3		369		224		209		1077044265623813		06-002		15
302453		6.3		296		196		228		1077044265623837		06-002		16
302454		4.8		369		224		209		1077044265623851		06-002		15
302472		1.6		296		144		181		1077056341479511		0328		16
302472		1.6		296		144		181		1077042755442906		0328		23
302472		1.6		296		144		181		1077046741611598		0328		14
302586		1.259		312		124		175		1077044265649042		1723		12
302598		1.259		312		124		175		1077044265649028		1727		12
302599		1.259		312		124		175		1077044265649004		2015		12
302590		1.259		312		124		175		1077044265649943		1923		12
302500		0		0		0		0		1077046841526037		99		1
302500		0		0		0		0		1077046841526044		99		10
302513		5.149		243		378		142		1077044265531224		1012		30
302513		3.438		378		163		142		1077044265649707		1012		20
302516		0		0		0		0		1077186659616640		99		30
302520		1.368		106		224		154		1077044007734913		1202		10
302523		0		0		0		0		1077046498576997		99		12
302538		0		0		0		0		1077046498790072		99		6
302539		0		0		0		0		1077046498790171		99		6
302531		0		0		0		0		1077046498790379		99		6
302532		0		0		0		0		1077046498577154		99		12
302533		0		0		0		0		1077046498577277		99		12
302541		0		0		0		0		1077046498792670		99		6
302543		0		0		0		0		1077046498578175		99		12
302545		0		0		0		0		1077046498702976		99		6
302546		0		0		0		0		1077046498702075		99		6
302558		0		0		0		0		1077046498702174		99		6
302559		0		0		0		0		1077046498702273		99		6
302551		0		0		0		0		1077046498476860		99		6
302553		0		0		0		0		1077046498476983		99		6
302560		0		0		0		0		1077924445837585		99		1
302560		0		0		0		0		1077046498720673		99		12
302561		0		0		0		0		1077924445837578		99		1
302561		0		0		0		0		1077046498720772		99		12
302562		0		0		0		0		1077924445837516		99		1
302562		0		0		0		0		1077046498720871		99		12
302562		0		230		310		170		1077046498721076		99		12
302566		0		0		0		0		1077924445489432		99		12
302578		0		0		0		0		1077924445489388		99		15
302579		0		0		0		0		1077924445484413		99		15
302571		0		0		0		0		1077924445480286		99		24
302573		0		0		0		0		1077046498574535		99		24
302689		0		0		0		0		1076956941978692		45-201		21
302689		5.85		298		389		150		1076956941978678		45-201		21
302689		4.3		400		290		120		1076956941222139		45-201		15
302680		7.42		365		175		125		1073357941205802		06-002		10
302681		3.4		291		191		240		1077044265574870		06-002		12
302682		3.4		295		195		217		1077044265574276		0228		12
302684		3.4		199		196		76		1077044265574955		2211		12
302685		3.4		295		195		217		1077044265574931		1728		12
302686		3.4		295		195		217		1077044265574115		1824		12
302698		3.4		335		252		146		1077044265574979		0728		12
302699		3.4		300		200		210		1077044265574832		06-002		12
302690		3.4		295		195		217		1077044265574993		06-002		12
