	own_sku	ean_list	content	content_unit	description	temperature_zone	shelf_life	volume_mm3	brutto_weight	brutto_weight_unit
1529	kgGZz	{1077044149015048, 1077044149397021}	1077044149397021	0156 KInderkoekjes	SMOELTJES UFO'S	ambient	0	735000.0	174	GR
1530	b7GWv	{1077044265634505, 1077044265634598}	1077044265634505	0034 Rijst	WITTE RIJST	ambient	0	1317649.9999999998	1013	GR
1531	W8Gdv	{1077044404371148, 1077044404371124}	1077044404371148	0132 Reform	ZONNESTROOP	ambient	0	750000.0	318.0	ML
1532	YvG95	{1077046741493132, 1077046741017260, 1077042755483398, 1077042755255551}	1077042755483398	0092 Oosterse specialiteiten	KETJAP MANIS	ambient	0	1293750.0	967	ML
1533	YvG95	{1077046741493132, 1077046741017260, 1077042755483398, 1077042755255551}	1077046741493132	0092 Oosterse specialiteiten	KETJAP MANIS	ambient	0	1293750.0	967	ML
1534	jWGK0	{1077044265631146, 1077044265631139}	1077044265631146	0171 Zoute biskwie	KAASVLINDERS	ambient	0	513000.0	133.0	GR
1535	1mwbQ	{1077044265631160, 1077044265631153}	1077044265631160	0171 Zoute biskwie	KAAS KOEKJES ASSORTI	ambient	0	1111500.0	129.0	GR
1536	qQ9gA	{1076956851718586, 1076956851718463}	1076956851718586	0071 Broodvervangers	BELVITA BREAKFAST YOGHURT AARD	ambient	0	984375.0	297.0	GR
1537	GKwGa	{1077044265631931, 1077044265631948}	1077044265631948	0074 Ontbijtkoek	ONTBIJTKOEK GESN MINDER SUIKER	ambient	0	1008000.0	406	GR
1538	V8p3A	{1076956851620315, 1076956851700710}	1076956851700710	0071 Broodvervangers	BELVITA BREAKFAST MELK GRANEN	ambient	0	1127500.0	343.0	GR
1539	aqnXj	{1077041930502411, 1077041930502428}	1077041930502428	0166 Keelverzorgers & Pepermun	KEELPASTILLES DROP MINT	ambient	0	1092000.0	307	GR
1540	4jwew	{1076956851699960, 1076956851699083}	1076956851699960	0156 KInderkoekjes	CHOCO PRINCE	ambient	0	567000.0	182.0	GR
1541	3jwYr	{1073349241495298, 1073349241495205}	1073349241495298	0243 Afwasmiddelen	AFWAS ORIGINAL	ambient	0	877500.0	429	ML
1542	ODwM8	{1073349241495168, 1073349241495274}	1073349241495168	0243 Afwasmiddelen	AFWAS CITROEN	ambient	0	877500.0	427	ML
1543	b7GZv	{1073349241438288, 1073349241438295}	1073349241438288	0243 Afwasmiddelen	AFWAS EXTRA HYGIENE EUCALYPTUS	ambient	0	877500.0	446	ML
1544	W8GOv	{1073318141678650, 1073318141678773}	1073318141678650	0243 Afwasmiddelen	VAATWAS ALL IN 1 ORIGINAL	ambient	0	2112000.0	450	ST
1545	75w7P	{1073318141677721, 1073318141677738}	1073318141677721	0243 Afwasmiddelen	VAATWAS ALL IN 1 PLATINUM	ambient	0	2400000.0	398	ST
1546	75w7P	{1073318141677721, 1073318141677738}	1079334641575675	0243 Afwasmiddelen	VAATWAS ALL IN 1 PLATINUM	ambient	0	2400000.0	398	ST
1547	B3w15	{1077056741510272, 1077056741511651, 1077056741511668}	1077056741511668	0040 Olien en frituurvetten	VLB FRITUURVET ORIGINAL	ambient	0	4940000.0	2900	ML
1548	PZG0a	{1077044265633294, 1077044265633287}	1077044265633294	0043 Natte sauzen warm	PASSATA DI POMODORI	ambient	0	1102500.0	1012.0	ML
1549	aqn04	{1074334790948776, 1079334643734805, 1074334790948783}	1074334790948776	0162 Candybars	MINI'S	ambient	0	1512000.0	354	GR
1550	aqn04	{1074334790948776, 1079334643734805, 1074334790948783}	1079334643734805	0162 Candybars	MINI'S	ambient	0	1512000.0	354	GR
1551	dDG07	{1074334790948011, 1074334790948004}	1074334790948004	0162 Candybars	MINI'S	ambient	0	1275000.0	392	GR
1552	9Ewvm	{1074334790940961, 1074334790940077}	1074334790940077	0160 Chocolade en bonbons	CELEBRATIONS	ambient	0	1540125.0	325	GR
1553	4jwMo	{1074334790949544, 1074334790949537}	1074334790949537	0162 Candybars	MINI'S	ambient	0	1417500.0	337	GR
1554	3jwdX	{1074334790949070, 1074334790949087}	1074334790949070	0162 Candybars	MINI'S	ambient	0	1417500.0	377	GR
1555	ODw53	{1077049341984154, 1077049341984147}	1077049341984154	0045 Natte sauzen koud	CURRY GEW▄RZ KETCHUP	ambient	0	735000.0	477	ML
1556	B3woj	{1077046841426795, 1077046841374195, 1077046841374102}	1077046841374102	0090-Kruiden & specerijen	HS OS 50 STERANIJS HEEL	ambient	0	112500.0	9.0	GR
1557	B3woj	{1077046841426795, 1077046841374195, 1077046841374102}	1077046841374195	0090-Kruiden & specerijen	HS OS 50 STERANIJS HEEL	ambient	0	112500.0	9.0	GR
1558	B3woj	{1077046841426795, 1077046841374195, 1077046841374102}	1077046841426795	0090-Kruiden & specerijen	HS OS 50 STERANIJS HEEL	ambient	0	112500.0	9.0	GR
1559	xPOKY	{1077044939581593, 1077044939634787}	1077044939634787	0171 Zoute biskwie	CRUNCHY BISCUITS TOMATO & ONIO	ambient	0	1584000.0	95	GR
1560	A3w6P	{1077044939634794, 1077044939634701}	1077044939634701	0171 Zoute biskwie	CRUNCHY BISCUITS PAPRIKA & HER	ambient	0	1584000.0	95	GR
1561	GKwZ5	{1079334621528431, 1077339151696775}	1077339151696775	0040 Olien en frituurvetten	OLIJFOLIE ANFORA	ambient	0	847000.0	727	ML
1562	zaWyW	{1087744471677026, 1077744471677029}	1087744471677026	0034 Rijst	ZILVERVLIESRIJST BUILTJES	ambient	0	576000.0	272.0	GR
1563	p8MZd	{1077044073756505, 1087044073756502}	1087044073756502	0155 Tussendoortjes	SNELLE JELLE KRUIDKOEK	ambient	0	900000.0	285	GR
1564	0XwV8	{1087044073646506, 1077044073646509}	1087044073646506	0155 Tussendoortjes	SNELLE JELLE ROZIJNEN	ambient	0	900000.0	270	GR
1565	aqnr4	{1092360451775289, 1072360451776855}	1092360451775289	0045 Natte sauzen koud	DIJON ORIGINALE	ambient	0	465500.0	358	GR
1566	MDwjK	{1077049737687812, 1077049737687805}	1077049737687812	0076 Houdbaar brood	TRIANGEL DONKER MEERGRANEN	ambient	0	1521000.0	197	GR
1567	4jwyo	{1077049737672689, 1077049737687898}	1077049737687898	0076 Houdbaar brood	BAGUETTE RUSTIQUE	ambient	0	2106000.0	265	GR
1568	ODwo3	{1077044023494730, 1077044023006957}	1077044023494730	0071 Broodvervangers	GEROOSTERD BROOD	ambient	0	1935000.0	296.0	GR
1569	XpGEB	{1077046741093721, 1077046741484925}	1077046741484925	0037 Houdbare maaltijden	PORTUGESE KIP PIRI PIRI	ambient	0	1322750.0	310	GR
1570	XpGEB	{1077046741093721, 1077046741484925}	1079334641575675	0037 Houdbare maaltijden	PORTUGESE KIP PIRI PIRI	ambient	0	1322750.0	310	GR
1571	ZbGjr	{1077046741952554, 1077046741475756}	1077046741475756	0043 Natte sauzen warm	PASTASAUS TOMAAT BASILICUM	ambient	0	787500.0	673	GR
1572	RWGmR	{1077046741953698, 1077046741475695}	1077046741475695	0043 Natte sauzen warm	PASTA ZONGEDROOGDE TOMATEN	ambient	0	787500.0	641	GR
1573	jWGd3	{1077044265649394, 1077044265649301}	1077044265649301	0042 Tafelzuren	GROENE OLIJVEN MET PIMENT	ambient	0	468000.0	432.0	ML
1574	1mw1V	{1077044265649370, 1077044265649387}	1077044265649387	0042 Tafelzuren	GROENE OLIJVEN ZONDER PIT	ambient	0	468000.0	417.0	ML
1575	dDGw7	{1077044007723696, 1077044007723610}	1077044007723610	0033 Bakingredienten & toebeh.	CUPCAKE SUIKERHARTJES	ambient	0	160000.0	134	GR
1576	MDweK	{1076947675098756, 1076947675098749}	1076947675098756	0054 Bouillon en ingredienten	SMAAKMAKER GROENTE	ambient	0	260000.0	97.0	GR
1577	9Ewgm	{1076947675083264, 1076947675083370}	1076947675083370	0054 Bouillon en ingredienten	SMAAKMAKER TOMAAT	ambient	0	260000.0	145.0	GR
1578	kgGMk	{1077048242585811, 1077048242585828}	1077048242585811	0171 Zoute biskwie	MICROWAVE POPCORN ZOUT	ambient	0	998250.0	364.0	GR
1579	DewPD	{1077044265639364, 1077044265639470}	1077044265639470	0151 Koekjes	MINI CHOCO STROOPWAFELS	ambient	0	1400000.0	231.0	GR
1580	4jwBo	{1077044265639494, 1077044265639487}	1077044265639494	0151 Koekjes	MINI CHOCO KARAMELWAFELS	ambient	0	1520000.0	218.0	GR
1581	MDwEZ	{1077048841786176, 1077048841786060}	1077048841786176	0163 Drop verpakt	TIKKELS DROPFRUIT	ambient	0	1181250.0	236	GR
1582	kgG0Q	{1077042755267448, 1077042755491102}	1077042755491102	0092 Oosterse specialiteiten	KROEPOEK BALI	ambient	0	2940000.0	45	GR
1583	qQ9by	{1077044159206504, 1077044159206511}	1077044159206511	0092 Oosterse specialiteiten	CHILLI SAUCE	ambient	0	1806250.0	1023.0	ML
1584	V8paa	{1074394977075176, 1074334995477958, 1074394977075183}	1074394977075183	0045 Natte sauzen koud	WORCHESTERSAUCE	ambient	0	475000.0	369	ML
1585	DeQWz	{1077044390571652, 1077044390571645}	1077044390571645	0103 Pasteibakjes	PASTEITJES 4 STUKS	ambient	0	1542750.0	162	GR
1586	6x3jA	{1077044190178877, 1077044190178679}	1077044190178877	0164 Snoep verpakt	VRUCHTENHARTJES	ambient	0	840000.0	307	GR
1587	75Ojy	{1077044265659768, 1077044265609633, 1077044265609626, 1077044265659874}	1077044265659874	0171 Zoute biskwie	FUNMIX	ambient	0	1932000.0	210.0	GR
1588	75Ojy	{1077044265659768, 1077044265609633, 1077044265609626, 1077044265659874}	1079334641575675	0171 Zoute biskwie	FUNMIX	ambient	0	1932000.0	210.0	GR
1589	wp451	{1076956941767043, 1076956941767173}	1076956941767043	0151 Koekjes	CHOCOWAFER	ambient	0	483750.0	199.0	GR
1590	80bKn	{1076956941819322, 1076956941819315}	1076956941819315	0151 Koekjes	CHOCOWAFER WIT	ambient	0	576000.0	160.0	GR
1591	dDR8a	{1077046107694401, 1077046107023645}	1077046107023645	0037 Houdbare maaltijden	GRIEKSE GYROS	ambient	0	1373625.0	365	GR
1592	MD2z7	{1077042755303344, 1077042755421796}	1077042755421796	0037 Houdbare maaltijden	CHINESE KANTONESE KIP	ambient	0	1373625.0	305	GR
1593	PZMDQ	{1077044265618024, 1077044265618017}	1077044265618024	0113 Appelmoes	KNIJPFRUIT APPEL AARDB.	ambient	0	1168750.0	456.0	GR
1594	rp9jK	{1077044265618000, 1077044265618093}	1077044265618000	0113 Appelmoes	KNIJPFRUIT APPEL BANAAN	ambient	0	1365000.0	442.0	GR
1595	ODdRY	{1077044265611865, 1077044265632778, 1077044265611971}	1077044265611971	0120 Vruchtenconserven	KERSEN ZONDER PIT	ambient	0	1300000.0	1003	ML
1596	XpO6n	{1077044265628184, 1077044265628191}	1077044265628191	0120 Vruchtenconserven	PEREN OP SIROOP	ambient	0	618750.0	497.0	ML
1597	Q39Zk	{1077044265612800, 1077044265612893}	1077044265612800	0172 Pinda's & noten	COCKTAILNOTEN PROVENCALE	ambient	0	1472000.0	310.0	GR
1598	xP347	{1077044265612824, 1077044265612817}	1077044265612824	0172 Pinda's & noten	COCKTAILNOTEN BACON KAAS	ambient	0	1472000.0	311.0	GR
1599	EKxvm	{1077045841398576, 1077045841006907}	1077045841398576	0051 Vloeibare kooksoep	ERWTENSOEP	ambient	0	1080625.0	1059	ML
1600	vqDpo	{1077044086581088, 1077044086106601, 1077044086581071}	1077044086581088	0071 Broodvervangers	RIJSTWAFELS MELKCHOCOLADE	ambient	0	1344000.0	175	GR
1601	b7XYy	{1077044265613562, 1077044265646140, 1077044265646133}	1077044265646140	0160 Chocolade en bonbons	CHOCO & PINDA	ambient	0	1190000.0	257	GR
1602	W83qW	{1077044265614682, 1077044265614699, 1077044265646270, 1077044265646287}	1077044265646287	0160 Chocolade en bonbons	CHOCO & HAZELNOOT	ambient	0	1190000.0	207	GR
1603	B3ZO8	{1074334712510036, 1074334712529694}	1074334712510036	0104 Visconserven	GESTOOMDE MAKREELFILET NATURE	ambient	0	288000.0	137	GR
1604	mgyvO	{1074334712529601, 1074334712510043}	1074334712510043	0104 Visconserven	GESTOOMDE MAKREELFILET ZONNEBL	ambient	0	288000.0	168	GR
1605	XpOAn	{1074334712510029, 1074334712529687}	1074334712510029	0104 Visconserven	MAKREELFILET IN TOMATENSAUS	ambient	0	288000.0	215	GR
1606	zabaq	{1077044007731394, 1077044007713994, 1077044007731318}	1077044007731318	0030 Bloem, bakmeel, bakmix	MIX VOOR WIT BROOD	ambient	0	818125.0	499.0	GR
1607	MD2D7	{1077044265611513, 1077044265611506}	1077044265611513	0074 Ontbijtkoek	KRUIDKOEKREEP	ambient	0	988000.0	394	GR
1608	9EWEA	{1077044265611582, 1077044265611599}	1077044265611599	0074 Ontbijtkoek	KOEKREEP	ambient	0	988000.0	292	GR
1609	PZMZQ	{1077044265651656, 1077044265651649, 1077044265557682}	1077044265651656	0050 Droge kooksoep	RUNDVLEESSOEP	ambient	0	1557000.0	112.0	GR
1610	DeQed	{1077041930502688, 1077041930502633}	1077041930502633	0166 Keelverzorgers & Pepermun	KEELPASTILLES EUCALYPTUS MENTH	ambient	0	1092000.0	290	GR
1611	PZMZM	{1077057041234691, 1077057041234684}	1077057041234691	0163 Drop verpakt	SALMIAKRIKSEN	ambient	0	1137500.0	235.0	GR
1612	rp9p2	{1077057041233502, 1077057041233519}	1077057041233519	0163 Drop verpakt	MUNTDROP	ambient	0	1137500.0	217.0	GR
1613	3jrjP	{1087744471054834, 1077744471054837}	1087744471054834	0034 Rijst	BIOLOGISCHE QUINOA	ambient	0	581875.0	298.0	GR
1614	XpOvv	{1077044265615764, 1077044265615870}	1077044265615870	0120 Vruchtenconserven	HALVE ABRIKOZEN LICHTE SIROOP	ambient	0	618750.0	476.0	ML
1615	Q39Kx	{1077054241185440, 1077054241179425, 1077054241172709, 1077054241185488}	1077054241179425	0111 Groenten in glas	BONENSCHOTEL CHILI CON CARNE	ambient	0	1300000.0	1004	GR
1616	Q39Kx	{1077054241185440, 1077054241179425, 1077054241172709, 1077054241185488}	1077054241185440	0111 Groenten in glas	BONENSCHOTEL CHILI CON CARNE	ambient	0	1300000.0	1004	GR
1617	qQMV1	{1077827434201193, 1077827434201186}	1077827434201193	0167 Repen en tabletten	MELK & WIT	ambient	0	192000.0	87.0	GR
1618	0X9v4	{1074334712510289, 1074334712529748}	1074334712510289	0104 Visconserven	TONIJNSTUKKEN IN OLIJFOLIE	ambient	0	289000.0	190	GR
1619	75OoK	{1077049676685771, 1077049676685719}	1077049676685719	0092 Oosterse specialiteiten	SOY SAUCE	ambient	0	591500.0	350	ML
1620	xP3Qx	{1079334641791856, 1077044265627101, 1077044265627118}	1077044265627118	0112 Groenten gedroogd	AARDAPPELPUREE A LA MINUTE 3 P	ambient	0	1197000.0	230.0	GR
1621	xP3Qx	{1079334641791856, 1077044265627101, 1077044265627118}	1079334641791856	0112 Groenten gedroogd	AARDAPPELPUREE A LA MINUTE 3 P	ambient	0	1197000.0	230.0	GR
1622	EKxG1	{1077044265627194, 1077044265627187}	1077044265627194	0112 Groenten gedroogd	AARDAPPELPUREE K&K	ambient	0	1197000.0	313.0	GR
1623	jW1jZ	{1077044265628153, 1077044265628146}	1077044265628153	0113 Appelmoes	APPELMOES KANEEL 1/3	ambient	0	640000.0	548.0	GR
1624	jW1jZ	{1077044265628153, 1077044265628146}	1079334641575675	0113 Appelmoes	APPELMOES KANEEL 1/3	ambient	0	640000.0	548.0	GR
1625	zabDZ	{1077044053702560, 1077044053703673}	1077044053703673	0151 Koekjes	NOBO SPRITS MELK	ambient	0	504000.0	211.0	GR
1626	aqmW5	{1077044093877297, 1077044093786742, 1077044093760957, 1077044093777726}	1077044093760957	0163 Drop verpakt	PARKEER WACHTERS	ambient	0	624000.0	246.0	GR
1627	aqmW5	{1077044093877297, 1077044093786742, 1077044093760957, 1077044093777726}	1077044093877297	0163 Drop verpakt	PARKEER WACHTERS	ambient	0	624000.0	246.0	GR
1628	rp9W2	{1077044265614934, 1077044265614927}	1077044265614934	0042 Tafelzuren	ZOETZURE PICCALILLY	ambient	0	618750.0	525	ML
1629	aqmW0	{1077046107686680, 1077046741017307, 1077046741493163}	1077046741493163	0092 Oosterse specialiteiten	WOKSAUS OESTER SOJA	ambient	0	437500.0	371	ML
1630	b7Xk2	{1077044089160396, 1077044089660391}	1077044089660391	0045 Natte sauzen koud	WHISKY COCKTAIL SAUS	ambient	0	582750.0	338	ML
1631	YvbZ7	{1077044089660384, 1077044089160389}	1077044089660384	0045 Natte sauzen koud	KNOFLOOKSAUS	ambient	0	518000.0	342	ML
1632	e1Q4n	{1077044089660315, 1077044089160310}	1077044089660315	0045 Natte sauzen koud	BBQ SAUS	ambient	0	582750.0	360	ML
1633	onaB3	{1077044265621314, 1077044265538780}	1077044265621314	0035 Deegwaren	PIPE RIGATE	ambient	0	1759500.0	508.0	GR
1634	5n4m6	{1076956851693937, 1076956851693074}	1076956851693074	0171 Zoute biskwie	TUC BREAK ORIGINAL	ambient	0	1391500.0	277.0	ST
1635	PZMxD	{1077042755234853, 1077042755474167}	1077042755474167	0051 Vloeibare kooksoep	FRANSE UIENSOEP	ambient	0	2303000.0	593	ML
1636	rp9MG	{1077046741686732, 1077046741834126}	1077046741686732	0043 Natte sauzen warm	CHICKEN TONIGHT HAWA¤	ambient	0	960000.0	814	ML
1637	DeQbe	{1077046741834065, 1077046741686770}	1077046741686770	0043 Natte sauzen warm	CHICKEN TONIGHT KERRIE	ambient	0	960000.0	816	ML
1638	4jDE6	{1077046741686824, 1077046741834256}	1077046741686824	0043 Natte sauzen warm	CHICKEN TONIGHT ZOETZUUR	ambient	0	960000.0	818	ML
1639	3jrm0	{1077045841176037, 1077045841364151}	1077045841364151	0101 Vleesconserven & ragouts	KIP KNAKS	ambient	0	618750.0	479.0	ST
1640	W83zY	{1077041930502657, 1077041930502718}	1077041930502718	0164 Snoep verpakt	FRUITMIX	ambient	0	1543500.0	253	GR
1641	EKxYV	{1077041930502794, 1077041930502725}	1077041930502725	0164 Snoep verpakt	ZWARTWIT KOGELS	ambient	0	913500.0	303	GR
1642	jW10o	{1077044938526120, 1087044938526127}	1087044938526127	0074 Ontbijtkoek	ONTBIJTKOEK XL	ambient	0	1712750.0	581	GR
1643	qQMdZ	{1087044938566291, 1077044938566294}	1087044938566291	0074 Ontbijtkoek	GESN ONTBIJTKOEK MINDER SUI XL	ambient	0	1404000.0	504	GR
1644	yQO37	{1087044938636123, 1077044938636126}	1087044938636123	0074 Ontbijtkoek	GESN ONTBIJTKOEK XL	ambient	0	1296000.0	481	GR
1645	2zPm9	{1087044938606232, 1077044938606235}	1087044938606232	0074 Ontbijtkoek	GESN ONTBIJTKOEK VOLKOREN XL	ambient	0	1404000.0	505	GR
1646	PZMED	{1077044865580721, 1077044865880722}	1077044865880722	0160 Chocolade en bonbons	SINASSNIPPERS	ambient	0	704000.0	209.0	GR
1647	rp9gG	{1077044939632516, 1077044939632509}	1077044939632516	0170 Chips & sticks	DEEP RIDGED NATUREL	ambient	0	4095000.0	150	GR
1648	DeQae	{1077044939632530, 1077044939632523}	1077044939632530	0170 Chips & sticks	DEEP RIDGED AMERICAN BBQ	ambient	0	4200000.0	151	GR
1649	kgKQP	{1077744672429571, 1077744672429588}	1077744672429571	0168 Uitdeel spek en lollies	THE BEST OF CHUPA CHUPS	ambient	0	540000.0	185.0	ST
1650	e1Q7e	{1076947675831704, 1076947673272233, 1076947675831797}	1076947675831704	0112 Groenten gedroogd	AARDAPPEL PUREE V OVENSCHOTEL	ambient	0	1064000.0	220.0	GR
1651	RWkZ7	{1076956851790643, 1076956941106149}	1076956851790643	0167 Repen en tabletten	TABLET CHOCOLADE MILKA & OREO	ambient	0	142500.0	103.0	GR
1652	V8478	{1079334621598922, 1077334691784791}	1077334691784791	0043 Natte sauzen warm	PESTO ALLA GENOVESE	ambient	0	212500.0	188	GR
1653	aqmAZ	{1077744651977468, 1077744651977390}	1077744651977468	0042 Tafelzuren	GROENE OLIJVEN ZONDER PIT	ambient	0	618750.0	459	ML
1654	6x3qO	{1077044265655722, 1077044265623042, 1077044265655739}	1077044265655739	0037 Houdbare maaltijden	WRAP TORTILLA'S	ambient	0	722500.0	363	GR
1655	6x3qO	{1077044265655722, 1077044265623042, 1077044265655739}	1079334641575675	0037 Houdbare maaltijden	WRAP TORTILLA'S	ambient	0	722500.0	363	GR
1656	1mkq2	{1077057041245116, 1077057041245109}	1077057041245116	0163 Drop verpakt	ENGELSE DROP	ambient	0	1137500.0	306.0	GR
1657	qQMwj	{1083936247573425, 1073936247573428}	1083936247573425	0164 Snoep verpakt	WHITE CHOCOLATE	ambient	0	168000.0	130.0	GR
1658	yQOGP	{1077044265635601, 1077044265635618}	1077044265635618	0132 Reform	RIJSTWAFELS	ambient	0	1444000.0	107	GR
1659	80b7d	{1076634041279160, 1076634041694970}	1076634041279160	0071 Broodvervangers	KN─CKEBROD LICHTGEWICHT	ambient	0	1404000.0	301.0	GR
1660	V84D8	{1076634041694864, 1076634041279153}	1076634041279153	0071 Broodvervangers	KN─CKEBROD VEZELRIJK	ambient	0	1404000.0	320.0	GR
1661	p8dpv	{1074334712529410, 1074334712511972}	1074334712511972	0104 Visconserven	GEROOKTE MAKREELFILETS ZONNEBL	ambient	0	288000.0	162	GR
1662	0X930	{1077041218809782, 1077041218809799}	1077041218809799	0167 Repen en tabletten	TABLET PUUR 72%	ambient	0	272000.0	188	GR
1663	DeQo5	{1077044265620096, 1077044265620089}	1077044265620096	0167 Repen en tabletten	TABLET PRALINE MELK	ambient	0	370500.0	224	GR
1664	DeQo5	{1077044265620096, 1077044265620089}	1079334641575675	0167 Repen en tabletten	TABLET PRALINE MELK	ambient	0	370500.0	224	GR
1665	4jDqR	{1077044265620072, 1077044265620966}	1077044265620072	0167 Repen en tabletten	TABLET PRALINE WIT	ambient	0	370500.0	228	GR
1666	4jDqR	{1077044265620072, 1077044265620966}	1079334641575675	0167 Repen en tabletten	TABLET PRALINE WIT	ambient	0	370500.0	228	GR
1667	b7Xed	{1077041218809669, 1077041218809775}	1077041218809775	0167 Repen en tabletten	TABLET MELK	ambient	0	272000.0	188	GR
1668	4jDqP	{1077057041234882, 1077057041234899}	1077057041234899	0164 Snoep verpakt	STRAWBERRY MIX	ambient	0	275500.0	203.0	GR
1669	0X9Dr	{1077048341469401, 1077048341469418}	1077048341469401	0050 Droge kooksoep	MAALTIJDSOEP ERWTEN	ambient	0	500000.0	165	GR
1670	5n4dA	{1077048341469432, 1077048341469425}	1077048341469425	0050 Droge kooksoep	MAALTIJDSOEP BRUINE BONEN	ambient	0	500000.0	146	GR
1671	rp9XR	{1074387468679281, 1074384624921307, 1074387468672077}	1074387468672077	0075 Ontbijtgranen	HONEY POPS	ambient	0	2925000.0	372.0	GR
1672	6x3ME	{1074384624244819, 1074384624482983}	1074384624482983	0075 Ontbijtgranen	COCO POPS CROC COPTERS	ambient	0	2925000.0	416.0	GR
1673	mgyo2	{1077044265634796, 1077044265634789, 1077044265541599}	1077044265634796	0110 Groenten in blik	TOMATENPUREE	ambient	0	144000.0	87.0	GR
1674	XpO90	{1077044265632792, 1077044265611841, 1077044265611858}	1077044265611858	0120 Vruchtenconserven	HOLLANDSE KERSEN ZONDER PIT	ambient	0	758625.0	538	ML
1675	g3Edd	{1077044265629334, 1077044265629327}	1077044265629334	0037 Houdbare maaltijden	MAROKKAANSE COUSCOUS	ambient	0	1419600.0	363.0	GR
1676	V84BO	{1077044265629310, 1077044265629303}	1077044265629310	0037 Houdbare maaltijden	OOSTERSE SWEET & SOUR	ambient	0	1419600.0	534.0	GR
1677	ODdBe	{1077044265629112, 1077044265629105}	1077044265629112	0037 Houdbare maaltijden	MEXICAANSE TACO'S	ambient	0	1419600.0	191.0	GR
1678	6x3gA	{1074340130571481, 1074334873414655}	1074334873414655	0104 Visconserven	HARING IN TOMATENSAUS	ambient	0	106250.0	242	GR
1679	A3Xev	{1077044265657344, 1077044265657351}	1077044265657351	0308 Haarstyling	STYLING GEL MEGA STRONG	ambient	0	850500.0	547	ML
1680	2zG2V	{1074744324575789}	1074744324575789	0290 Pils	KRAT PALM PIJPJE	ambient	0	27383375.0	andere manier wegen	ST
1681	zaGez	{1077044265627576, 1077044265627460}	1077044265627576	0191 Vruchtensappen groot	TOMATENSAP	ambient	0	1137500.0	1064	ML
1682	p8Qk9	{1077044265627514, 1077044265627507}	1077044265627507	0191 Vruchtensappen groot	DRUIVENSAP	ambient	0	1137500.0	1100	ML
1683	p8Qk9	{1077044265627514, 1077044265627507}	1077044265627514	0191 Vruchtensappen groot	DRUIVENSAP	ambient	0	1137500.0	1100	ML
1684	0Xy2Y	{1077044265627590, 1077044265627583}	1077044265627583	0191 Vruchtensappen groot	GRAPEFRUITSAP	ambient	0	1137500.0	1077	ML
1685	0Xy2Y	{1077044265627590, 1077044265627583}	1077044265627590	0191 Vruchtensappen groot	GRAPEFRUITSAP	ambient	0	1137500.0	1077	ML
1686	5na00	{1077044265627521, 1077044265627538}	1077044265627521	0191 Vruchtensappen groot	ANANASSAP	ambient	0	1137500.0	1079	ML
1687	5na00	{1077044265627521, 1077044265627538}	1077044265627538	0191 Vruchtensappen groot	ANANASSAP	ambient	0	1137500.0	1079	ML
1688	aq4Vn	{1074744654683970, 1074744654683772, 1074744654683789}	1074744654683789	0192 Mineraalwater	REINE	ambient	0	3068500.0	2079	ML
1689	aq4Vn	{1074744654683970, 1074744654683772, 1074744654683789}	1079334641575675	0192 Mineraalwater	REINE	ambient	0	3068500.0	2079	ML
1690	B3Ywn	{1074745729685400, 1074745729685462}	1074745729685400	0351 Melkdranken houdbaar	SOYA DRINK ORIGINAL ALMOND	ambient	0	1153125.0	1053	ML
1691	B3Ywn	{1074745729685400, 1074745729685462}	1074745729685462	0351 Melkdranken houdbaar	SOYA DRINK ORIGINAL ALMOND	ambient	0	1153125.0	1053	ML
1692	yQ2bv	{1077044936410261, 1077044936410254}	1077044936410254	0191 Vruchtensappen groot	MULTIVIT AARDBEI SINAASAPPEL	ambient	0	1800000.0	1606	ML
1693	wpqVg	{1077368756667736, 1077368756667729}	1077368756667736	0203 Wijnen mousserend	PROSECCO FRIZZANTE DOC	ambient	0	2308500.0	1345	ML
1694	Yv5Aw	{1077044089642984, 1077044089666317, 1077044089166220, 1077044089142989}	1077044089642984	0045 Natte sauzen koud	TD FRITESSAUS CLASSIC	ambient	0	984000.0	573	ML
1695	Yv5Aw	{1077044089642984, 1077044089666317, 1077044089166220, 1077044089142989}	1077044089666317	0045 Natte sauzen koud	TD FRITESSAUS CLASSIC	ambient	0	984000.0	573	ML
1696	Q3nB7	{1077044089666386, 1077044089166251, 1077044089642915, 1077044089142910}	1077044089642915	0045 Natte sauzen koud	TD TOMATEN KETCHUP	ambient	0	984000.0	594	ML
1697	Q3nB7	{1077044089666386, 1077044089166251, 1077044089642915, 1077044089142910}	1077044089666386	0045 Natte sauzen koud	TD TOMATEN KETCHUP	ambient	0	984000.0	594	ML
1698	GKEYo	{1077044089642922, 1077044089166268, 1077044089666324, 1077044089142927}	1077044089642922	0045 Natte sauzen koud	TD MAYONAISE	ambient	0	984000.0	532	ML
1699	GKEYo	{1077044089642922, 1077044089166268, 1077044089666324, 1077044089142927}	1077044089666324	0045 Natte sauzen koud	TD MAYONAISE	ambient	0	984000.0	532	ML
1700	jWX4M	{1074744324576946, 1074744324576922}	1074744324576946	0290 Pils	BIER BLIK	ambient	0	4309500.0	2089	ML
1701	4jyWo	{1073332060511126, 1073332060511119}	1073332060511119	0233 Kat droog	STICKS ZALM	ambient	0	180000.0	23	GR
