	own_sku	ean_list	content	content_unit	description	temperature_zone	shelf_life	volume_mm3	brutto_weight	brutto_weight_unit
151	GKmGA	{1077048341785686, 1077048341785679}	1077048341785686	0050 Droge kooksoep	CHINESE TOMATENSOEP	ambient	0	500000.0	162	GR
152	3jx1e	{1077048341738682, 1077048341738675}	1077048341738682	0047 Droge maaltijdmixen	MIX ITAL.KRUIDENSAUS	ambient	0	500000.0	104	GR
153	Dem03	{1077048341454414, 1077048341598705, 1077048341001670}	1077048341454414	0031 Zetmeel bindmiddelen	AARDAPPELMEEL	ambient	0	534375.0	220	GR
154	Dem03	{1077048341454414, 1077048341598705, 1077048341001670}	1077048341598705	0031 Zetmeel bindmiddelen	AARDAPPELMEEL	ambient	0	534375.0	220	GR
155	Dem03	{1077048341454414, 1077048341598705, 1077048341001670}	1079334641575675	0031 Zetmeel bindmiddelen	AARDAPPELMEEL	ambient	0	534375.0	220	GR
156	75rqG	{1084744742585145, 1074744742585148}	1084744742585145	0244 Reinigings- & poetsmid.	ONTSTOPPER VLOEIBAAR	ambient	0	1035000.0	610.0	ML
157	jWrkD	{1077048341074674, 1077044007710818, 1077044007710894, 1077044007705111}	1077044007705111	0032 Pudding dessert	KOOKP. ROOM	ambient	0	213750.0	90.0	GR
158	jWrkD	{1077048341074674, 1077044007710818, 1077044007710894, 1077044007705111}	1077044007710818	0032 Pudding dessert	KOOKP. ROOM	ambient	0	213750.0	90.0	GR
159	wpM20	{1077048341578561, 1077048341721677}	1077048341578561	0047 Droge maaltijdmixen	MIX GOULASH.	ambient	0	500000.0	119	GR
160	GKVaZ	{1077048341737685, 1077048341737678}	1077048341737685	0047 Droge maaltijdmixen	MIX MACARONI STROGANOFF	ambient	0	500000.0	107	GR
161	Q3APG	{1077048341722681, 1077048341722674}	1077048341722681	0047 Droge maaltijdmixen	MIX HACHEE	ambient	0	500000.0	108	GR
162	DeAG3	{1077044007710016, 1077044007710092, 1077048341072670, 1077044007705319}	1077044007705319	0032 Pudding dessert	KOOKP. VANILLE	ambient	0	199500.0	90.0	GR
163	DeAG3	{1077044007710016, 1077044007710092, 1077048341072670, 1077044007705319}	1077044007710016	0032 Pudding dessert	KOOKP. VANILLE	ambient	0	199500.0	90.0	GR
164	Q3Aq7	{1077048341975674, 1077048341468183, 1077048341460590, 1077048341460583}	1077048341460583	0054 Bouillon en ingredienten	VERMICELLI MIDDEL	ambient	0	855000.0	277	GR
165	GKVko	{1077048341468176, 1077048341468060, 1077048341976671}	1077048341468176	0054 Bouillon en ingredienten	VERMICELLI FYN	ambient	0	855000.0	295	GR
166	3jMDy	{1077044007710696, 1077044007710610, 1077048341078672}	1077044007710610	0032 Pudding dessert	KOOKP. CHOCOLADE	ambient	0	213750.0	106.0	GR
167	DeAOD	{1077048341575577, 1077048341775601, 1077048341775670}	1077048341575577	0050 Droge kooksoep	JULIENNESOEP	ambient	0	500000.0	79	GR
168	DeAOD	{1077048341575577, 1077048341775601, 1077048341775670}	1077048341775601	0050 Droge kooksoep	JULIENNESOEP	ambient	0	500000.0	79	GR
169	75r6e	{1077048341450409, 1077048341452403, 1077048341450492, 1077048341779678}	1077048341450409	0050 Droge kooksoep	KIPPENSOEP	ambient	0	500000.0	87	GR
170	75r6e	{1077048341450409, 1077048341452403, 1077048341450492, 1077048341779678}	1077048341452403	0050 Droge kooksoep	KIPPENSOEP	ambient	0	500000.0	87	GR
171	wpMdO	{1077048341771672, 1077048341575522, 1077048341771603}	1077048341575522	0050 Droge kooksoep	TOMATENSOEP	ambient	0	500000.0	131	GR
172	wpMdO	{1077048341771672, 1077048341575522, 1077048341771603}	1077048341771603	0050 Droge kooksoep	TOMATENSOEP	ambient	0	500000.0	131	GR
173	YvnyO	{1077048341778602, 1077048341778671}	1077048341778602	0050 Droge kooksoep	VERMICELLISOEP	ambient	0	500000.0	135	GR
174	3jMkX	{1077048341777674, 1077048341777605, 1077048341575591}	1077048341575591	0050 Droge kooksoep	GROENTESOEP	ambient	0	500000.0	94	GR
175	3jMkX	{1077048341777674, 1077048341777605, 1077048341575591}	1077048341777605	0050 Droge kooksoep	GROENTESOEP	ambient	0	500000.0	94	GR
176	jWr5V	{1077048341575584, 1077048341776608, 1077048341776677}	1077048341575584	0050 Droge kooksoep	TOMATEN-GROENTESOEP	ambient	0	500000.0	120	GR
177	jWr5V	{1077048341575584, 1077048341776608, 1077048341776677}	1077048341776608	0050 Droge kooksoep	TOMATEN-GROENTESOEP	ambient	0	500000.0	120	GR
178	9E4rz	{1077048341770675, 1077048341770606}	1077048341770606	0050 Droge kooksoep	CHINESE KIPPENSOEP	ambient	0	500000.0	96	GR
179	Yvn3n	{1077048341793674, 1077048341451963, 1077048341451956}	1077048341451963	0050 Droge kooksoep	DEENSE RUNDVLEESSOEP	ambient	0	500000.0	111	GR
180	75rOK	{1077048341726672, 1077048341726689}	1077048341726689	0047 Droge maaltijdmixen	MIX CHILI CON CARNE	ambient	0	500000.0	82	GR
181	Q3A8x	{1079334628612683, 1077048341585958}	1077048341585958	0054 Bouillon en ingredienten	KRUIDENBUILTJE VLEES	ambient	0	146250.0	21	GR
182	805Po	{1074234592589866, 1074234592716699, 1074234592616692, 1074234592589774}	1074234592716699	0233 Kat droog	TONIJN	ambient	0	3920000.0	1054	GR
183	4jV4g	{1079334641575580, 1077044265084829}	1077044265084829	0290 Pils	KRAT SCHUTTERS PIJPJE	ambient	0	29400000.0	0	ST
184	wpABZ	{1079334641575571, 1077044597676174}	1077044597676174	0290 Pils	KRAT DOMMELSCH PIJPJE	ambient	0	28800000.0	0	ST
185	GKy5e	{1079334641575585, 1077044597676723}	1077044597676723	0290 Pils	KRAT HERTOG JAN PIJPJE	ambient	0	27600000.0	0	ST
186	3jVBB	{1077046641509452}	1077046641509452	0290 Pils	KRAT BRAND PIJPJE	ambient	0	30000000.0	0	ST
187	0XP28	{1075333443769651, 1075333443769637}	1075333443769651	0201 Wijnen wit	CHARDONNAY	ambient	0	1920000.0	1167.0	ML
188	aqOvZ	{1077044265638596, 1077044265518102, 1077044265638503}	1077044265638503	0045 Natte sauzen koud	MAYONAISE	ambient	0	1134000.0	964	ML
189	dDYwA	{1077044265518195, 1077044265518188, 1077044265638510, 1077044265638527}	1077044265518195	0045 Natte sauzen koud	MAYONAISE	ambient	0	675000.0	523	ML
190	dDYwA	{1077044265518195, 1077044265518188, 1077044265638510, 1077044265638527}	1077044265638527	0045 Natte sauzen koud	MAYONAISE	ambient	0	675000.0	523	ML
191	5nOXo	{1077044159294464, 1077044159294570}	1077044159294464	0092 Oosterse specialiteiten	KOKOSMELK	ambient	0	504000.0	274.0	ML
192	5nOXo	{1077044159294464, 1077044159294570}	1077044159294570	0092 Oosterse specialiteiten	KOKOSMELK	ambient	0	504000.0	274.0	ML
193	dDY1A	{1074032887572216, 1074038133589434, 1074032887572223}	1074032887572223	0165 Kauwgom	FRESHZONE PEPPERMINT	ambient	0	342000.0	82.0	GR
194	dDY1A	{1074032887572216, 1074038133589434, 1074032887572223}	1074038133589434	0165 Kauwgom	FRESHZONE PEPPERMINT	ambient	0	342000.0	82.0	GR
195	DeVD5	{1074345962045209, 1074345962045292}	1074345962045209	0166 Keelverzorgers & Pepermun	KEELPASTILLES BLUE	ambient	0	301875.0	82	GR
196	ODqKm	{1077044265519635, 1077044265519628, 1077044265637902, 1077044265637919}	1077044265519635	0043 Natte sauzen warm	PASTASAUS BOLOGNESE	ambient	0	960000.0	782	GR
197	ODqKm	{1077044265519635, 1077044265519628, 1077044265637902, 1077044265637919}	1077044265637919	0043 Natte sauzen warm	PASTASAUS BOLOGNESE	ambient	0	960000.0	782	GR
198	onVDO	{1077044265629273, 1077044265517518, 1077044265629167}	1077044265629273	0037 Houdbare maaltijden	ITALIAANSE LASAGNETTE BOLOGNES	ambient	0	1419600.0	269.0	GR
199	75WxR	{1077044265637568, 1077044265697272, 1077044265638671, 1077044265521935}	1077044265638671	0043 Natte sauzen warm	SATESAUS KANT & KLAAR	ambient	0	1224000.0	534	GR
200	75WxR	{1077044265637568, 1077044265697272, 1077044265638671, 1077044265521935}	1077044265697272	0043 Natte sauzen warm	SATESAUS KANT & KLAAR	ambient	0	1224000.0	534	GR
201	75WxR	{1077044265637568, 1077044265697272, 1077044265638671, 1077044265521935}	1079334641575675	0043 Natte sauzen warm	SATESAUS KANT & KLAAR	ambient	0	1224000.0	534	GR
202	g3Y55	{1077044265518560, 1077044265639814, 1077044265639807}	1077044265639814	0045 Natte sauzen koud	TOMATENKETCHUP	ambient	0	960000.0	886	ML
203	wpr50	{1077044265639890, 1077044265518522, 1077044265639883}	1077044265639890	0045 Natte sauzen koud	MAYONAISE	ambient	0	960000.0	751	ML
204	aqDkZ	{1077044265519680, 1077044265639722, 1077044265639739}	1077044265639739	0045 Natte sauzen koud	CURRY	ambient	0	960000.0	878	ML
205	dDO2A	{1077044265639753, 1077044265518546, 1077044265639746}	1077044265639753	0045 Natte sauzen koud	FRITESSAUS	ambient	0	960000.0	829	ML
206	aqDk2	{1077044078572889, 1077044078598193}	1077044078598193	0010 Suikerprodukten	SUIKERSTICKS 50 ST	ambient	0	792000.0	288	GR
207	ODWEe	{1077044265646881, 1077044265646874, 1077044265523311}	1077044265646881	0170 Chips & sticks	TORTILLA CHIPS NACHO CHEESE	ambient	0	2535000.0	172	GR
208	W8XeG	{1077044265523144, 1077044265659959, 1077044265659942, 1077044265523151}	1077044265523151	0170 Chips & sticks	KRULCHIPS NATUREL.	ambient	0	2856000.0	118	GR
209	W8XeG	{1077044265523144, 1077044265659959, 1077044265659942, 1077044265523151}	1077044265659959	0170 Chips & sticks	KRULCHIPS NATUREL.	ambient	0	2856000.0	118	GR
210	YvRqb	{1077044265523120, 1077044265523137, 1077044265659928, 1077044265640698, 1077044265659935}	1077044265523137	0170 Chips & sticks	KRULCHIPS PAPRIKA.	ambient	0	2856000.0	118	GR
211	YvRqb	{1077044265523120, 1077044265523137, 1077044265659928, 1077044265640698, 1077044265659935}	1077044265659935	0170 Chips & sticks	KRULCHIPS PAPRIKA.	ambient	0	2856000.0	118	GR
212	1mPEv	{1077044265523960, 1077044265622649, 1077044265553868, 1077044265622656}	1077044265622656	0172 Pinda's & noten	PISTACHENOTEN GEZOUTEN	ambient	0	1400000.0	158.0	GR
213	DedYp	{1077044196004682, 1077044265623356, 1077044265623349, 1077044265275838}	1077044265623356	0076 Houdbaar brood	WORSTENBROOD	ambient	0	1560000.0	284.0	GR
214	3jDXa	{1077044265623332, 1077044265579349, 1077044196003609, 1077044265623325, 1077044196828479}	1077044196828479	0076 Houdbaar brood	SAUCIJZENBROOD	ambient	0	1111500.0	293.0	ST
215	3jDXa	{1077044265623332, 1077044265579349, 1077044196003609, 1077044265623325, 1077044196828479}	1077044265623332	0076 Houdbaar brood	SAUCIJZENBROOD	ambient	0	1111500.0	293.0	ST
216	jWoqW	{1074345187663066, 1074345187963067}	1074345187663066	0028 Koffiecapsules	DOLCE GUSTO CAPPUCCINO	ambient	0	1728000.0	287.0	GR
217	qQa8X	{1074345187663950, 1074345187963951}	1074345187663950	0028 Koffiecapsules	DOLCE GUSTO LATTE MACCHIATO	ambient	0	1728000.0	281.0	GR
218	0Xkqr	{1077044265519185, 1077044265522277, 1077044265647079, 1077044265519192, 1077044265647963}	1077044265519192	0170 Chips & sticks	CHIPS CHEESE ONION	ambient	0	4522000.0	212	GR
219	0Xkqr	{1077044265519185, 1077044265522277, 1077044265647079, 1077044265519192, 1077044265647963}	1077044265647079	0170 Chips & sticks	CHIPS CHEESE ONION	ambient	0	4522000.0	212	GR
220	PZYzv	{1077044265646706, 1077044265635779, 1077044265635663, 1077044265506024, 1077044265646799}	1077044265635779	0101 Vleesconserven & ragouts	RUNDVLEESRAGOUT	ambient	0	618750.0	470.0	GR
221	PZYzv	{1077044265646706, 1077044265635779, 1077044265635663, 1077044265506024, 1077044265646799}	1077044265646706	0101 Vleesconserven & ragouts	RUNDVLEESRAGOUT	ambient	0	618750.0	470.0	GR
222	qQaQ7	{1077044265011962, 1077044265010309}	1077044265010309	0113 Appelmoes	RABARBERCOMPOTE 1/3	ambient	0	758625.0	532.0	GR
223	n8X8X	{1077044007818194, 1077044007818118}	1077044007818118	0030 Bloem, bakmeel, bakmix	MIX VOOR APPEL-KANEELCAKE	ambient	0	972000.0	440.0	GR
224	Zba37	{1077044265562280, 1077044265624322, 1077044265624339, 1077044265523847}	1077044265624339	0150 Biskwie	LANGE VINGERS	ambient	0	1040000.0	205	GR
225	RW6w9	{1077044265646010, 1077044265646027, 1077044265519116, 1077044265519109}	1077044265519116	0155 Tussendoortjes	MEERGRANENBISCUIT KRENTEN	ambient	0	1188000.0	266	GR
226	RW6w9	{1077044265646010, 1077044265646027, 1077044265519116, 1077044265519109}	1077044265646027	0155 Tussendoortjes	MEERGRANENBISCUIT KRENTEN	ambient	0	1188000.0	266	GR
227	2zrvV	{1077044265523984, 1077044265646089, 1077044265646072}	1077044265646089	0155 Tussendoortjes	HARTIGE BISCUIT KAAS/TOMAAT.	ambient	0	323000.0	177	GR
228	vqPEg	{1077044265646065, 1077044265519123, 1077044265600500, 1077044265519130, 1077044265646058}	1077044265519130	0155 Tussendoortjes	MEERGRANENBISCUIT APPEL	ambient	0	1188000.0	267	GR
229	vqPEg	{1077044265646065, 1077044265519123, 1077044265600500, 1077044265519130, 1077044265646058}	1077044265600500	0155 Tussendoortjes	MEERGRANENBISCUIT APPEL	ambient	0	1188000.0	267	GR
230	vqPEg	{1077044265646065, 1077044265519123, 1077044265600500, 1077044265519130, 1077044265646058}	1077044265646065	0155 Tussendoortjes	MEERGRANENBISCUIT APPEL	ambient	0	1188000.0	267	GR
231	g3YKM	{1077044265629280, 1077044265629297, 1077044265500954}	1077044265629297	0037 Houdbare maaltijden	MEXICAANSE BURRITOS	ambient	0	1498500.0	282.0	GR
232	wpr8y	{1077827479481680, 1077042755467947, 1077042755367070}	1077042755467947	0045 Natte sauzen koud	MAYONAISE	ambient	0	1255500.0	936	ML
233	wpr8y	{1077827479481680, 1077042755467947, 1077042755367070}	1079334641575675	0045 Natte sauzen koud	MAYONAISE	ambient	0	1255500.0	936	ML
234	Dedjq	{1077044265522666, 1077044265630781, 1077044265630798}	1077044265630798	0102 Rookworst	MAGERE ROOKWORST DUO.	ambient	0	576000.0	214.0	GR
235	9EYQE	{1077045382827665, 1077045382874546, 1077045382874553}	1077045382827665	0020 Filter koffie	BIOLOGISCHE MILD SNELFILTER	ambient	0	620000.0	261.0	GR
236	9EYQE	{1077045382827665, 1077045382874546, 1077045382874553}	1077045382874553	0020 Filter koffie	BIOLOGISCHE MILD SNELFILTER	ambient	0	620000.0	261.0	GR
237	PZYOO	{1077045382874515, 1077045382874508}	1077045382874515	0020 Filter koffie	AROMA SNELFILTER	ambient	0	620000.0	260.0	GR
238	rpdWq	{1077045382874560, 1077045382885672, 1077045382827771}	1077045382827771	0020 Filter koffie	D╔CAF SNELFILTER	ambient	0	620000.0	261.0	GR
239	rpdWq	{1077045382874560, 1077045382885672, 1077045382827771}	1077045382885672	0020 Filter koffie	D╔CAF SNELFILTER	ambient	0	620000.0	261.0	GR
240	3jD0e	{1077044265523946, 1077044265624315, 1077044265624308}	1077044265624315	0151 Koekjes	KANDIJKOEK	ambient	0	1725000.0	311	GR
241	e1bzg	{1077043341505708, 1077043311505844, 1077043341505845}	1077043311505844	0168 Uitdeel spek en lollies	SALMIAKKNOTSEN	ambient	0	1296000.0	160	ST
242	A3ZOE	{1077044265646621, 1077044265523502, 1077044265646614}	1077044265646621	0092 Oosterse specialiteiten	KROEPOEK LANG	ambient	0	1443000.0	69.0	GR
243	yQ4ZY	{1077044265524202, 1077044265524295}	1077044265524202	0092 Oosterse specialiteiten	BOEMBOE VOOR NASI  GORENG	ambient	0	300000.0	115	GR
244	2zrow	{1077044265524240, 1077044265524233}	1077044265524240	0092 Oosterse specialiteiten	BOEMBOE VOOR SAJOER BOONTJES	ambient	0	300000.0	115	GR
245	GKkeA	{1077044265524226, 1077044265524219}	1077044265524226	0092 Oosterse specialiteiten	BOEMBOE VOOR BAMI GORENG	ambient	0	300000.0	115	GR
246	vqP1V	{1077044265535963, 1077044265535079}	1077044265535079	0110 Groenten in blik	WORTELEN EF 1/4	ambient	0	367500.0	233	GR
247	80WE4	{1077044265535840, 1077044265530562, 1077044265646164, 1077044265561658, 1077044265646157, 1077044265614606}	1077044265530562	0160 Chocolade en bonbons	CHOCO & CRUNCH	ambient	0	1190000.0	160	GR
248	80WE4	{1077044265535840, 1077044265530562, 1077044265646164, 1077044265561658, 1077044265646157, 1077044265614606}	1077044265561658	0160 Chocolade en bonbons	CHOCO & CRUNCH	ambient	0	1190000.0	160	GR
249	80WE4	{1077044265535840, 1077044265530562, 1077044265646164, 1077044265561658, 1077044265646157, 1077044265614606}	1077044265646164	0160 Chocolade en bonbons	CHOCO & CRUNCH	ambient	0	1190000.0	160	GR
250	p8RvZ	{1077044010897872, 1077044007731790, 1077044007731714, 1077044007711990}	1077044007731714	0030 Bloem, bakmeel, bakmix	MIX VOOR PANNENKOEK SCHARREL E	ambient	0	818125.0	429.0	GR
251	ODW7a	{1077044159205675, 1077044159205606}	1077044159205606	0092 Oosterse specialiteiten	CHILLI SAUCE THAI PET	ambient	0	1053500.0	605.0	ML
252	75bmr	{1077044053705776, 1077044053447058}	1077044053447058	0167 Repen en tabletten	REEP WIT FT	ambient	0	77500.0	79.0	GR
253	B3Rnr	{1077044053447096, 1077044053705615}	1077044053447096	0167 Repen en tabletten	REEP MELK FT	ambient	0	77500.0	81.0	GR
254	yQ4EY	{1077044007711792, 1077044007731998, 1077044007731912}	1077044007731912	0030 Bloem, bakmeel, bakmix	MIX VOOR PANNENKOEKEN 6 GRANE	ambient	0	818125.0	425.0	GR
255	vqPoV	{1077044265643385, 1077044265643378, 1077044265535772}	1077044265535772	0076 Houdbaar brood	BAGUETTES WIT	ambient	0	2220000.0	344	ST
256	vqPoV	{1077044265643385, 1077044265643378, 1077044265535772}	1077044265643385	0076 Houdbaar brood	BAGUETTES WIT	ambient	0	2220000.0	344	ST
257	aqDzk	{1077044265646096, 1077044265646003, 1077044265523861}	1077044265646003	0155 Tussendoortjes	HARTIGE BISCUIT ITALIAANSE KR.	ambient	0	475000.0	169	GR
258	dDOK8	{1077044265523731, 1077044265523724}	1077044265523731	0160 Chocolade en bonbons	ZEEVRUCHTEN	ambient	0	1111500.0	303.0	GR
259	YvR4w	{1077044265639401, 1077044265639418, 1077044265579387}	1077044265639418	0111 Groenten in glas	HARICOTS VERT EF 1/3	ambient	0	768000.0	542	GR
260	onZ8z	{1077056341081424, 1077056341289813, 1077056341520190, 1077045841340063}	1077045841340063	0023 Thee	GREEN TEA 20  X 1 KOP	ambient	0	600000.0	54	GR
261	onZ8z	{1077056341081424, 1077056341289813, 1077056341520190, 1077045841340063}	1077056341081424	0023 Thee	GREEN TEA 20  X 1 KOP	ambient	0	600000.0	54	GR
262	onZ8z	{1077056341081424, 1077056341289813, 1077056341520190, 1077045841340063}	1077056341289813	0023 Thee	GREEN TEA 20  X 1 KOP	ambient	0	600000.0	54	GR
263	75bQk	{1077056341579907, 1077056341289844, 1077045841340285, 1077056341075447}	1077045841340285	0023 Thee	MOROCCO INFUSION TEA 20  X 1 K	ambient	0	600000.0	59	GR
264	75bQk	{1077056341579907, 1077056341289844, 1077045841340285, 1077056341075447}	1077056341075447	0023 Thee	MOROCCO INFUSION TEA 20  X 1 K	ambient	0	600000.0	59	GR
265	75bQk	{1077056341579907, 1077056341289844, 1077045841340285, 1077056341075447}	1077056341289844	0023 Thee	MOROCCO INFUSION TEA 20  X 1 K	ambient	0	600000.0	59	GR
266	qQaE4	{1077044265639432, 1077044265639425, 1077044265504525}	1077044265639432	0101 Vleesconserven & ragouts	BOCKWORSTEN 8 ST	ambient	0	815625.0	638.0	GR
267	yQ4mj	{1077044265639579, 1077044265504501, 1077044265639463}	1077044265639579	0101 Vleesconserven & ragouts	FRANKFURTERS	ambient	0	815625.0	623.0	ST
268	dDOnz	{1077045041991867, 1077045041993670, 1077045041971814}	1077045041991867	0165 Kauwgom	SMASHMINT	ambient	0	440000.0	113	GR
269	dDOnz	{1077045041991867, 1077045041993670, 1077045041971814}	1077045041993670	0165 Kauwgom	SMASHMINT	ambient	0	440000.0	113	GR
270	e1bn6	{1077045041991973, 1077045041971821, 1077045041993687}	1077045041991973	0165 Kauwgom	EXTRAMINT	ambient	0	440000.0	112	GR
271	e1bn6	{1077045041991973, 1077045041971821, 1077045041993687}	1077045041993687	0165 Kauwgom	EXTRAMINT	ambient	0	440000.0	112	GR
272	RW64d	{1077045041886033, 1077045041875594, 1077045041876799}	1077045041886033	0165 Kauwgom	PEPPERMINT	ambient	0	231000.0	69	GR
273	vqPXx	{1077044007720794, 1077044007717398, 1077044007720718}	1077044007720718	0030 Bloem, bakmeel, bakmix	CUSTARD	ambient	0	892500.0	439.0	GR
274	g3YBp	{1077044265622304, 1077044265501616, 1077044265641794, 1077044265622311, 1077044265641787}	1077044265622311	0030 Bloem, bakmeel, bakmix	MIX VOOR APPELTAART	ambient	0	848350.0	431.0	GR
275	g3YBp	{1077044265622304, 1077044265501616, 1077044265641794, 1077044265622311, 1077044265641787}	1077044265641794	0030 Bloem, bakmeel, bakmix	MIX VOOR APPELTAART	ambient	0	848350.0	431.0	GR
276	80Wke	{1077044265504464, 1077044265641602, 1077044265641619, 1077044265622212, 1077044265504570, 1077044265622205}	1077044265622212	0030 Bloem, bakmeel, bakmix	MIX VOOR CAKE	ambient	0	848350.0	433.0	GR
277	80Wke	{1077044265504464, 1077044265641602, 1077044265641619, 1077044265622212, 1077044265504570, 1077044265622205}	1077044265641619	0030 Bloem, bakmeel, bakmix	MIX VOOR CAKE	ambient	0	848350.0	433.0	GR
278	V8mdA	{1077044265501777, 1077044265641695, 1077044265622120, 1077044265622137, 1077044265641688}	1077044265622137	0030 Bloem, bakmeel, bakmix	MIX VOOR PANNENKOEKEN MEERGRAN	ambient	0	848350.0	436.0	GR
